orderid,taxcode,chargetotal,istaxincluded,isoverridden,originalchargeamount,isinformational,isprorated,fulfillmentgroupid,isorderdiscount,isreturncharge,isproratedatsamelevel,chargetypeid,chargedisplayname
122000300,Shipping,7.99,False,False,7.99,False,True,FG5768,False,False,False,Shipping,Shipping
122000301,Shipping,12.99,False,False,12.99,False,True,FG9570,False,False,False,Shipping,Shipping
122000302,Shipping,0.0,False,False,0.0,False,True,FG7163,False,False,False,Shipping,Shipping
122000303,Shipping,10.0,False,False,10.0,False,True,FG3136,False,False,False,Shipping,Shipping
122000304,Shipping,7.99,False,False,7.99,False,True,FG1463,False,False,False,Shipping,Shipping
122000305,Shipping,12.99,False,False,12.99,False,True,FG6684,False,False,False,Shipping,Shipping
122000306,Shipping,12.99,False,False,12.99,False,True,FG7331,False,False,False,Shipping,Shipping
122000307,Shipping,7.99,False,False,7.99,False,True,FG8045,False,False,False,Shipping,Shipping
122000308,Shipping,12.99,False,False,12.99,False,True,FG9039,False,False,False,Shipping,Shipping
122000309,Shipping,12.99,False,False,12.99,False,True,FG2080,False,False,False,Shipping,Shipping
122000310,Shipping,0.0,False,False,0.0,False,True,FG9038,False,False,False,Shipping,Shipping
122000311,Shipping,7.99,False,False,7.99,False,True,FG5302,False,False,False,Shipping,Shipping
122000312,Shipping,7.99,False,False,7.99,False,True,FG9901,False,False,False,Shipping,Shipping
122000313,Shipping,5.99,False,False,5.99,False,True,FG3008,False,False,False,Shipping,Shipping
122000314,Shipping,10.0,False,False,10.0,False,True,FG2859,False,False,False,Shipping,Shipping
122000315,Shipping,12.99,False,False,12.99,False,True,FG8200,False,False,False,Shipping,Shipping
122000316,Shipping,12.99,False,False,12.99,False,True,FG8787,False,False,False,Shipping,Shipping
122000317,Shipping,7.99,False,False,7.99,False,True,FG8293,False,False,False,Shipping,Shipping
122000318,Shipping,10.0,False,False,10.0,False,True,FG7792,False,False,False,Shipping,Shipping
122000319,Shipping,0.0,False,False,0.0,False,True,FG8250,False,False,False,Shipping,Shipping
122000320,Shipping,10.0,False,False,10.0,False,True,FG2382,False,False,False,Shipping,Shipping
122000321,Shipping,5.99,False,False,5.99,False,True,FG2415,False,False,False,Shipping,Shipping
122000322,Shipping,0.0,False,False,0.0,False,True,FG6831,False,False,False,Shipping,Shipping
122000323,Shipping,7.99,False,False,7.99,False,True,FG3839,False,False,False,Shipping,Shipping
122000324,Shipping,12.99,False,False,12.99,False,True,FG4297,False,False,False,Shipping,Shipping
122000325,Shipping,12.99,False,False,12.99,False,True,FG8975,False,False,False,Shipping,Shipping
122000326,Shipping,0.0,False,False,0.0,False,True,FG6461,False,False,False,Shipping,Shipping
122000327,Shipping,10.0,False,False,10.0,False,True,FG8466,False,False,False,Shipping,Shipping
122000328,Shipping,10.0,False,False,10.0,False,True,FG8966,False,False,False,Shipping,Shipping
122000329,Shipping,0.0,False,False,0.0,False,True,FG8949,False,False,False,Shipping,Shipping
122000330,Shipping,0.0,False,False,0.0,False,True,FG5224,False,False,False,Shipping,Shipping
122000331,Shipping,7.99,False,False,7.99,False,True,FG7772,False,False,False,Shipping,Shipping
122000332,Shipping,10.0,False,False,10.0,False,True,FG8407,False,False,False,Shipping,Shipping
122000333,Shipping,10.0,False,False,10.0,False,True,FG4289,False,False,False,Shipping,Shipping
122000334,Shipping,10.0,False,False,10.0,False,True,FG4532,False,False,False,Shipping,Shipping
122000335,Shipping,10.0,False,False,10.0,False,True,FG2863,False,False,False,Shipping,Shipping
122000336,Shipping,0.0,False,False,0.0,False,True,FG8570,False,False,False,Shipping,Shipping
122000337,Shipping,7.99,False,False,7.99,False,True,FG4474,False,False,False,Shipping,Shipping
122000338,Shipping,0.0,False,False,0.0,False,True,FG2135,False,False,False,Shipping,Shipping
122000339,Shipping,5.99,False,False,5.99,False,True,FG7240,False,False,False,Shipping,Shipping
122000340,Shipping,0.0,False,False,0.0,False,True,FG7368,False,False,False,Shipping,Shipping
122000341,Shipping,7.99,False,False,7.99,False,True,FG1740,False,False,False,Shipping,Shipping
122000342,Shipping,10.0,False,False,10.0,False,True,FG4512,False,False,False,Shipping,Shipping
122000343,Shipping,5.99,False,False,5.99,False,True,FG5202,False,False,False,Shipping,Shipping
122000344,Shipping,0.0,False,False,0.0,False,True,FG1771,False,False,False,Shipping,Shipping
122000345,Shipping,12.99,False,False,12.99,False,True,FG3008,False,False,False,Shipping,Shipping
122000346,Shipping,5.99,False,False,5.99,False,True,FG8299,False,False,False,Shipping,Shipping
122000347,Shipping,10.0,False,False,10.0,False,True,FG3305,False,False,False,Shipping,Shipping
122000348,Shipping,7.99,False,False,7.99,False,True,FG4480,False,False,False,Shipping,Shipping
122000349,Shipping,0.0,False,False,0.0,False,True,FG7121,False,False,False,Shipping,Shipping
122000350,Shipping,7.99,False,False,7.99,False,True,FG9083,False,False,False,Shipping,Shipping
122000351,Shipping,7.99,False,False,7.99,False,True,FG4659,False,False,False,Shipping,Shipping
122000352,Shipping,0.0,False,False,0.0,False,True,FG4607,False,False,False,Shipping,Shipping
122000353,Shipping,12.99,False,False,12.99,False,True,FG2377,False,False,False,Shipping,Shipping
122000354,Shipping,7.99,False,False,7.99,False,True,FG2043,False,False,False,Shipping,Shipping
122000355,Shipping,5.99,False,False,5.99,False,True,FG2741,False,False,False,Shipping,Shipping
122000356,Shipping,10.0,False,False,10.0,False,True,FG1273,False,False,False,Shipping,Shipping
122000357,Shipping,0.0,False,False,0.0,False,True,FG7834,False,False,False,Shipping,Shipping
122000358,Shipping,7.99,False,False,7.99,False,True,FG3007,False,False,False,Shipping,Shipping
122000359,Shipping,7.99,False,False,7.99,False,True,FG1748,False,False,False,Shipping,Shipping
122000360,Shipping,0.0,False,False,0.0,False,True,FG4528,False,False,False,Shipping,Shipping
122000361,Shipping,12.99,False,False,12.99,False,True,FG7101,False,False,False,Shipping,Shipping
122000362,Shipping,5.99,False,False,5.99,False,True,FG4331,False,False,False,Shipping,Shipping
122000363,Shipping,0.0,False,False,0.0,False,True,FG4024,False,False,False,Shipping,Shipping
122000364,Shipping,5.99,False,False,5.99,False,True,FG3020,False,False,False,Shipping,Shipping
122000365,Shipping,7.99,False,False,7.99,False,True,FG4139,False,False,False,Shipping,Shipping
122000366,Shipping,0.0,False,False,0.0,False,True,FG5041,False,False,False,Shipping,Shipping
122000367,Shipping,7.99,False,False,7.99,False,True,FG6923,False,False,False,Shipping,Shipping
122000368,Shipping,12.99,False,False,12.99,False,True,FG1624,False,False,False,Shipping,Shipping
122000369,Shipping,5.99,False,False,5.99,False,True,FG6399,False,False,False,Shipping,Shipping
122000370,Shipping,0.0,False,False,0.0,False,True,FG1487,False,False,False,Shipping,Shipping
122000371,Shipping,5.99,False,False,5.99,False,True,FG1640,False,False,False,Shipping,Shipping
122000372,Shipping,7.99,False,False,7.99,False,True,FG9417,False,False,False,Shipping,Shipping
122000373,Shipping,10.0,False,False,10.0,False,True,FG3895,False,False,False,Shipping,Shipping
122000374,Shipping,10.0,False,False,10.0,False,True,FG7246,False,False,False,Shipping,Shipping
122000375,Shipping,5.99,False,False,5.99,False,True,FG7983,False,False,False,Shipping,Shipping
122000376,Shipping,12.99,False,False,12.99,False,True,FG2788,False,False,False,Shipping,Shipping
122000377,Shipping,10.0,False,False,10.0,False,True,FG2556,False,False,False,Shipping,Shipping
122000378,Shipping,5.99,False,False,5.99,False,True,FG2479,False,False,False,Shipping,Shipping
122000379,Shipping,12.99,False,False,12.99,False,True,FG3282,False,False,False,Shipping,Shipping
122000380,Shipping,0.0,False,False,0.0,False,True,FG1438,False,False,False,Shipping,Shipping
122000381,Shipping,0.0,False,False,0.0,False,True,FG1436,False,False,False,Shipping,Shipping
122000382,Shipping,10.0,False,False,10.0,False,True,FG9187,False,False,False,Shipping,Shipping
122000383,Shipping,0.0,False,False,0.0,False,True,FG1988,False,False,False,Shipping,Shipping
122000384,Shipping,0.0,False,False,0.0,False,True,FG3293,False,False,False,Shipping,Shipping
122000385,Shipping,10.0,False,False,10.0,False,True,FG9173,False,False,False,Shipping,Shipping
122000386,Shipping,12.99,False,False,12.99,False,True,FG4736,False,False,False,Shipping,Shipping
122000387,Shipping,0.0,False,False,0.0,False,True,FG2966,False,False,False,Shipping,Shipping
122000388,Shipping,7.99,False,False,7.99,False,True,FG7225,False,False,False,Shipping,Shipping
122000389,Shipping,10.0,False,False,10.0,False,True,FG5359,False,False,False,Shipping,Shipping
122000390,Shipping,7.99,False,False,7.99,False,True,FG1404,False,False,False,Shipping,Shipping
122000391,Shipping,12.99,False,False,12.99,False,True,FG6762,False,False,False,Shipping,Shipping
122000392,Shipping,5.99,False,False,5.99,False,True,FG2640,False,False,False,Shipping,Shipping
122000393,Shipping,12.99,False,False,12.99,False,True,FG9339,False,False,False,Shipping,Shipping
122000394,Shipping,5.99,False,False,5.99,False,True,FG6908,False,False,False,Shipping,Shipping
122000395,Shipping,10.0,False,False,10.0,False,True,FG5654,False,False,False,Shipping,Shipping
122000396,Shipping,10.0,False,False,10.0,False,True,FG4791,False,False,False,Shipping,Shipping
122000397,Shipping,12.99,False,False,12.99,False,True,FG6779,False,False,False,Shipping,Shipping
122000398,Shipping,0.0,False,False,0.0,False,True,FG8024,False,False,False,Shipping,Shipping
122000399,Shipping,10.0,False,False,10.0,False,True,FG1275,False,False,False,Shipping,Shipping
122000400,Shipping,0.0,False,False,0.0,False,True,FG4748,False,False,False,Shipping,Shipping
122000401,Shipping,5.99,False,False,5.99,False,True,FG6211,False,False,False,Shipping,Shipping
122000402,Shipping,5.99,False,False,5.99,False,True,FG5291,False,False,False,Shipping,Shipping
122000403,Shipping,12.99,False,False,12.99,False,True,FG6589,False,False,False,Shipping,Shipping
122000404,Shipping,0.0,False,False,0.0,False,True,FG3361,False,False,False,Shipping,Shipping
122000405,Shipping,7.99,False,False,7.99,False,True,FG1622,False,False,False,Shipping,Shipping
122000406,Shipping,0.0,False,False,0.0,False,True,FG1770,False,False,False,Shipping,Shipping
122000407,Shipping,7.99,False,False,7.99,False,True,FG1387,False,False,False,Shipping,Shipping
122000408,Shipping,7.99,False,False,7.99,False,True,FG6452,False,False,False,Shipping,Shipping
122000409,Shipping,12.99,False,False,12.99,False,True,FG4925,False,False,False,Shipping,Shipping
122000410,Shipping,0.0,False,False,0.0,False,True,FG2299,False,False,False,Shipping,Shipping
122000411,Shipping,10.0,False,False,10.0,False,True,FG5616,False,False,False,Shipping,Shipping
122000412,Shipping,0.0,False,False,0.0,False,True,FG5798,False,False,False,Shipping,Shipping
122000413,Shipping,5.99,False,False,5.99,False,True,FG3578,False,False,False,Shipping,Shipping
122000414,Shipping,10.0,False,False,10.0,False,True,FG5587,False,False,False,Shipping,Shipping
122000415,Shipping,12.99,False,False,12.99,False,True,FG3517,False,False,False,Shipping,Shipping
122000416,Shipping,0.0,False,False,0.0,False,True,FG7122,False,False,False,Shipping,Shipping
122000417,Shipping,0.0,False,False,0.0,False,True,FG5033,False,False,False,Shipping,Shipping
122000418,Shipping,0.0,False,False,0.0,False,True,FG9766,False,False,False,Shipping,Shipping
122000419,Shipping,5.99,False,False,5.99,False,True,FG5040,False,False,False,Shipping,Shipping
122000420,Shipping,0.0,False,False,0.0,False,True,FG8201,False,False,False,Shipping,Shipping
122000421,Shipping,12.99,False,False,12.99,False,True,FG7028,False,False,False,Shipping,Shipping
122000422,Shipping,10.0,False,False,10.0,False,True,FG8028,False,False,False,Shipping,Shipping
122000423,Shipping,5.99,False,False,5.99,False,True,FG6292,False,False,False,Shipping,Shipping
122000424,Shipping,10.0,False,False,10.0,False,True,FG2262,False,False,False,Shipping,Shipping
122000425,Shipping,10.0,False,False,10.0,False,True,FG7058,False,False,False,Shipping,Shipping
122000426,Shipping,10.0,False,False,10.0,False,True,FG8966,False,False,False,Shipping,Shipping
122000427,Shipping,7.99,False,False,7.99,False,True,FG5460,False,False,False,Shipping,Shipping
122000428,Shipping,0.0,False,False,0.0,False,True,FG7708,False,False,False,Shipping,Shipping
122000429,Shipping,0.0,False,False,0.0,False,True,FG1966,False,False,False,Shipping,Shipping
122000430,Shipping,12.99,False,False,12.99,False,True,FG2331,False,False,False,Shipping,Shipping
122000431,Shipping,0.0,False,False,0.0,False,True,FG4405,False,False,False,Shipping,Shipping
122000432,Shipping,10.0,False,False,10.0,False,True,FG6641,False,False,False,Shipping,Shipping
122000433,Shipping,5.99,False,False,5.99,False,True,FG8515,False,False,False,Shipping,Shipping
122000434,Shipping,10.0,False,False,10.0,False,True,FG9896,False,False,False,Shipping,Shipping
122000435,Shipping,0.0,False,False,0.0,False,True,FG7414,False,False,False,Shipping,Shipping
122000436,Shipping,5.99,False,False,5.99,False,True,FG5534,False,False,False,Shipping,Shipping
122000437,Shipping,5.99,False,False,5.99,False,True,FG7885,False,False,False,Shipping,Shipping
122000438,Shipping,5.99,False,False,5.99,False,True,FG8907,False,False,False,Shipping,Shipping
122000439,Shipping,5.99,False,False,5.99,False,True,FG9068,False,False,False,Shipping,Shipping
122000440,Shipping,7.99,False,False,7.99,False,True,FG7782,False,False,False,Shipping,Shipping
122000441,Shipping,5.99,False,False,5.99,False,True,FG8299,False,False,False,Shipping,Shipping
122000442,Shipping,0.0,False,False,0.0,False,True,FG5214,False,False,False,Shipping,Shipping
122000443,Shipping,12.99,False,False,12.99,False,True,FG4678,False,False,False,Shipping,Shipping
122000444,Shipping,10.0,False,False,10.0,False,True,FG6667,False,False,False,Shipping,Shipping
122000445,Shipping,12.99,False,False,12.99,False,True,FG7900,False,False,False,Shipping,Shipping
122000446,Shipping,7.99,False,False,7.99,False,True,FG8185,False,False,False,Shipping,Shipping
122000447,Shipping,0.0,False,False,0.0,False,True,FG5938,False,False,False,Shipping,Shipping
122000448,Shipping,0.0,False,False,0.0,False,True,FG1532,False,False,False,Shipping,Shipping
122000449,Shipping,0.0,False,False,0.0,False,True,FG9635,False,False,False,Shipping,Shipping
122000450,Shipping,7.99,False,False,7.99,False,True,FG8635,False,False,False,Shipping,Shipping
122000451,Shipping,12.99,False,False,12.99,False,True,FG2911,False,False,False,Shipping,Shipping
122000452,Shipping,12.99,False,False,12.99,False,True,FG3844,False,False,False,Shipping,Shipping
122000453,Shipping,12.99,False,False,12.99,False,True,FG6179,False,False,False,Shipping,Shipping
122000454,Shipping,7.99,False,False,7.99,False,True,FG3628,False,False,False,Shipping,Shipping
122000455,Shipping,0.0,False,False,0.0,False,True,FG5792,False,False,False,Shipping,Shipping
122000456,Shipping,10.0,False,False,10.0,False,True,FG7264,False,False,False,Shipping,Shipping
122000457,Shipping,7.99,False,False,7.99,False,True,FG2244,False,False,False,Shipping,Shipping
122000458,Shipping,5.99,False,False,5.99,False,True,FG5890,False,False,False,Shipping,Shipping
122000459,Shipping,7.99,False,False,7.99,False,True,FG4631,False,False,False,Shipping,Shipping
122000460,Shipping,12.99,False,False,12.99,False,True,FG9316,False,False,False,Shipping,Shipping
122000461,Shipping,0.0,False,False,0.0,False,True,FG5356,False,False,False,Shipping,Shipping
122000462,Shipping,7.99,False,False,7.99,False,True,FG2720,False,False,False,Shipping,Shipping
122000463,Shipping,7.99,False,False,7.99,False,True,FG3726,False,False,False,Shipping,Shipping
122000464,Shipping,5.99,False,False,5.99,False,True,FG6110,False,False,False,Shipping,Shipping
122000465,Shipping,10.0,False,False,10.0,False,True,FG5733,False,False,False,Shipping,Shipping
122000466,Shipping,0.0,False,False,0.0,False,True,FG3325,False,False,False,Shipping,Shipping
122000467,Shipping,0.0,False,False,0.0,False,True,FG9763,False,False,False,Shipping,Shipping
122000468,Shipping,10.0,False,False,10.0,False,True,FG1680,False,False,False,Shipping,Shipping
122000469,Shipping,10.0,False,False,10.0,False,True,FG6775,False,False,False,Shipping,Shipping
122000470,Shipping,7.99,False,False,7.99,False,True,FG3313,False,False,False,Shipping,Shipping
122000471,Shipping,5.99,False,False,5.99,False,True,FG9099,False,False,False,Shipping,Shipping
122000472,Shipping,12.99,False,False,12.99,False,True,FG5437,False,False,False,Shipping,Shipping
