invoiceid,invoice_pk,orderid,orderpk,createdtimestamp,cleanuptaskid,errordescription,iserror,publishcount,process,failedamount,fulfillmentdate,sellinglocationid,updatedby,amountprocessed,totalcharges,invoicesubtotal,parentorderid,taxexemptid,totaltaxes,totaldiscounts,publishstatusid,statusid,updatedtimestamp,createdby,invoicetypeid,customerid,orgid,contextid,packageid,invoicetotal,unique_identifier,invoiceadditional,messageid,load_date,update_date
123000053,6838691431162614919,122000053,6168106137974842725,2023-07-12T00:00:00.000,TASK5741,COMPLETED,False,2,COMPLETED,0,2023-07-14T00:00:00.000,LOC9431,user4172@dxlg.com,268.16,12.28,246.71,NONE,TAX001,21.45,13.41,3000,200,2023-07-12T05:00:00.000,system@dxlg.com,STANDARD,CUST36801,dxlg-us,5369716d-6f9f-481d-b73d-aa0ddbeae579,PKG45314,268.16,15faa9a9-39cf-4c30-99eb-780641183719,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5950a3a3-dfa2-48bb-9098-4f9260e88196,2025-12-05,2025-12-05
123000054,6727270099914817475,122000054,6632893264688299713,2020-07-30T00:00:00.000,TASK6886,COMPLETED,False,2,FINALIZED,0,2020-08-02T00:00:00.000,LOC5719,user8682@dxlg.com,150.35,11.28,138.32,NONE,NONE,12.03,7.52,3000,300,2020-07-30T21:00:00.000,system@dxlg.com,CREDIT,CUST32852,dxlg-us,58b4c8fd-a8b7-4b94-b430-89741e9925c8,PKG60151,150.35,10758f83-104e-4ad8-bed4-ce50e612f380,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",030cee16-fb2e-4097-8df0-c9011d6085ae,2025-12-05,2025-12-05
123000055,6106498316249598830,122000055,6175189486873483589,2022-07-09T00:00:00.000,TASK3016,NONE,False,1,FINALIZED,0,2022-07-11T00:00:00.000,LOC3522,user2666@dxlg.com,118.5,11.27,109.02,NONE,TAX002,9.48,5.93,3000,200,2022-07-09T01:00:00.000,system@dxlg.com,DEBIT,CUST80313,dxlg-us,ea3d822f-2116-4569-adbd-195e23869c3c,PKG33881,118.5,1b183555-da4a-437f-a111-71cdc5e6d15e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",d7306d66-a042-4a5a-947d-1ebf33089cc3,2025-12-05,2025-12-05
123000057,6619513036439785104,122000057,6795395632554357567,2025-06-06T00:00:00.000,TASK7861,NONE,False,1,COMPLETED,0,2025-06-09T00:00:00.000,LOC8460,user1323@dxlg.com,484.8,13.17,446.02,NONE,NONE,38.78,24.24,3000,100,2025-06-06T02:00:00.000,system@dxlg.com,DEBIT,CUST58976,dxlg-us,f9612f59-b5be-4a9b-971e-86341fc02dcd,PKG64227,484.8,fed81fb1-ef61-4144-be5f-2f855dfb6437,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f736311c-4793-4dbc-9cc3-4ad5901f409b,2025-12-05,2025-12-05
123000058,6006719614785426271,122000058,6801957998659958891,2024-04-30T00:00:00.000,TASK8668,COMPLETED,False,1,PROCESSED,0,2024-05-02T00:00:00.000,LOC3068,user5755@dxlg.com,239.25,11.12,220.11,NONE,NONE,19.14,11.96,1000,100,2024-04-30T06:00:00.000,system@dxlg.com,STANDARD,CUST29480,dxlg-us,6b5f763c-31ca-41f9-9f62-469f73486105,PKG73845,239.25,75230563-182b-4e88-aa72-f15a8fc6bee7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",771a12aa-9734-4e27-93b7-0639987e0d61,2025-12-05,2025-12-05
123000059,6340109064711370489,122000059,6148991316876736044,2024-08-06T00:00:00.000,TASK9527,NONE,False,1,COMPLETED,0,2024-08-11T00:00:00.000,LOC8692,user9410@dxlg.com,74.04,5.27,68.12,NONE,TAX001,5.92,3.7,1000,300,2024-08-06T09:00:00.000,system@dxlg.com,CREDIT,CUST36104,dxlg-us,96aa6bab-d77e-42b2-ac39-46a7ad36cfce,PKG85261,74.04,d32b8e31-e21b-4fda-a7b0-273b08bfa068,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",2e6702f5-4631-4bd2-9552-4289251b8888,2025-12-05,2025-12-05
123000060,6833806544461727148,122000060,6118046434952848895,2020-05-27T00:00:00.000,TASK3811,SUCCESS,False,3,COMPLETED,0,2020-05-31T00:00:00.000,LOC4727,user9878@dxlg.com,160.7,9.03,147.84,NONE,TAX001,12.86,8.04,1000,100,2020-05-27T15:00:00.000,system@dxlg.com,CREDIT,CUST94065,dxlg-us,a6a33d76-23fa-4b7f-b00a-a2ff8d413b2c,PKG33175,160.7,2b9a1d48-c6a0-4b29-b98f-a049dec79c59,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",06edcc3b-d402-454d-961c-27a2beb1b757,2025-12-05,2025-12-05
123000062,6292295703185303955,122000062,6815960749897681671,2022-09-13T00:00:00.000,TASK3021,COMPLETED,False,1,FINALIZED,0,2022-09-16T00:00:00.000,LOC4804,user9021@dxlg.com,139.44,14.16,128.28,NONE,TAX002,11.16,6.97,2000,300,2022-09-13T02:00:00.000,system@dxlg.com,DEBIT,CUST92387,dxlg-us,e0bb0bd8-2521-4693-9e75-af5267e3ac54,PKG63114,139.44,fbd38e72-f555-466c-a0b9-beba56eeec81,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",28828051-4301-4627-bbe9-760eaaea47e5,2025-12-05,2025-12-05
123000063,6564325715923155908,122000063,6644115077043930836,2023-11-16T00:00:00.000,TASK6122,NONE,False,2,PROCESSED,0,2023-11-21T00:00:00.000,LOC5097,user1776@dxlg.com,299.67,13.78,275.7,NONE,NONE,23.97,14.98,3000,200,2023-11-16T06:00:00.000,system@dxlg.com,DEBIT,CUST60545,dxlg-us,ed0eb978-5d44-42ab-af87-0691863ea33a,PKG41560,299.67,e8dc99b4-fe09-41f1-aa57-eeef6a6d4616,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",dddda540-2598-4144-9003-fefdfd99d0f5,2025-12-05,2025-12-05
123000064,6497379486907559646,122000064,6741840407799064847,2020-03-30T00:00:00.000,TASK7640,NONE,False,3,FINALIZED,0,2020-03-31T00:00:00.000,LOC1803,user9357@dxlg.com,292.25,12.78,268.87,NONE,TAX001,23.38,14.61,3000,100,2020-03-30T03:00:00.000,system@dxlg.com,DEBIT,CUST79644,dxlg-us,2bfe8a17-5506-4351-b381-58200fa5c506,PKG22201,292.25,fb248456-fbdb-4e56-a2b1-0e5b2562448d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",160e4b65-dd3a-45e7-babb-62445a98cac7,2025-12-05,2025-12-05
123000065,6376102736214221361,122000065,6856840433859772253,2022-10-23T00:00:00.000,TASK1730,NONE,False,2,FINALIZED,0,2022-10-25T00:00:00.000,LOC2591,user2882@dxlg.com,410.35,7.6,377.52,NONE,NONE,32.83,20.52,2000,100,2022-10-23T15:00:00.000,system@dxlg.com,STANDARD,CUST46823,dxlg-us,f8fe2d64-2976-461a-92a5-e5ed195c622f,PKG13006,410.35,8da0c52b-f64a-4f60-adf4-4818ffde37de,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",71ce7a01-540a-4dc0-a96a-3dd51d245c9f,2025-12-05,2025-12-05
123000066,6349978498159437492,122000066,6433172105477190949,2023-08-31T00:00:00.000,TASK9041,COMPLETED,False,3,COMPLETED,0,2023-09-03T00:00:00.000,LOC3165,user1934@dxlg.com,398.57,7.73,366.68,NONE,NONE,31.89,19.93,3000,100,2023-08-31T20:00:00.000,system@dxlg.com,DEBIT,CUST62571,dxlg-us,2facee1e-b488-4d51-9824-df7db7b077fc,PKG19394,398.57,06b95da5-8138-4c1e-90e4-66b86f37152e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",76e53df1-745d-4984-9774-20a5c4a9e6a4,2025-12-05,2025-12-05
123000067,6666597727650840039,122000067,6243338997732508397,2025-04-02T00:00:00.000,TASK2097,COMPLETED,False,2,PROCESSED,0,2025-04-06T00:00:00.000,LOC6992,user4567@dxlg.com,425.96,9.29,391.88,NONE,TAX001,34.08,21.3,2000,100,2025-04-02T16:00:00.000,system@dxlg.com,DEBIT,CUST33432,dxlg-us,aa6c69d3-051b-4f20-b174-06eb3e6ae70b,PKG90852,425.96,f4e3c716-df27-4c2a-a9d5-328a9f4bd5cf,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",31dde8ea-91c2-4aa3-94f2-ec5aae0b93b0,2025-12-05,2025-12-05
123000068,6057096997366043000,122000068,6933608120243036949,2022-08-15T00:00:00.000,TASK1516,SUCCESS,False,2,FINALIZED,0,2022-08-18T00:00:00.000,LOC4626,user4847@dxlg.com,401.09,13.43,369.0,NONE,TAX002,32.09,20.05,1000,200,2022-08-15T07:00:00.000,system@dxlg.com,DEBIT,CUST38264,dxlg-us,c0ce85da-2749-4e57-99bc-ce08c341539e,PKG55949,401.09,7f9cb4f2-f320-4700-a227-7c813a04b955,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",101751d6-4ae5-4af6-bbf5-400ebf6e709a,2025-12-05,2025-12-05
123000069,6725440414667387779,122000069,6826853943979024114,2025-07-10T00:00:00.000,TASK9587,SUCCESS,False,2,COMPLETED,0,2025-07-12T00:00:00.000,LOC7367,user2410@dxlg.com,481.03,12.47,442.55,NONE,TAX002,38.48,24.05,3000,200,2025-07-10T06:00:00.000,system@dxlg.com,DEBIT,CUST35476,dxlg-us,c43d584c-8bf7-4bbc-96b7-980f2388d50e,PKG34801,481.03,1af44505-a823-4db9-82c4-93093da373d7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",29bb47fa-93f1-45ef-ad39-d45ccf9c7eac,2025-12-05,2025-12-05
123000070,6952387216950076103,122000070,6986400507852924528,2020-05-14T00:00:00.000,TASK3602,COMPLETED,False,1,PROCESSED,0,2020-05-16T00:00:00.000,LOC8285,user9345@dxlg.com,252.49,13.55,232.29,NONE,TAX002,20.2,12.62,3000,300,2020-05-14T13:00:00.000,system@dxlg.com,DEBIT,CUST37399,dxlg-us,15b32c52-1526-4610-8dfe-32aa272f4cc7,PKG23754,252.49,c0160b99-3dba-41b1-b257-2ce64d41dc5e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",95a2eda1-a947-4ae5-87a6-8c587cfa6709,2025-12-05,2025-12-05
123000071,6383472303371722309,122000071,6149844273189934027,2025-02-05T00:00:00.000,TASK8851,COMPLETED,False,1,COMPLETED,0,2025-02-09T00:00:00.000,LOC1828,user5731@dxlg.com,135.65,7.33,124.8,NONE,TAX001,10.85,6.78,2000,300,2025-02-05T22:00:00.000,system@dxlg.com,STANDARD,CUST39025,dxlg-us,043bab5e-a77d-4f47-8e44-83946594cf90,PKG80032,135.65,ea9bb53c-3d45-4666-b31c-b29e41ff62af,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",70e5bade-d8bb-44b1-a82a-34a5cf62cf19,2025-12-05,2025-12-05
123000072,6884561786228200724,122000072,6331858597894403905,2023-09-07T00:00:00.000,TASK6521,SUCCESS,False,1,FINALIZED,0,2023-09-11T00:00:00.000,LOC5542,user5579@dxlg.com,220.64,5.54,202.99,NONE,NONE,17.65,11.03,2000,300,2023-09-07T02:00:00.000,system@dxlg.com,DEBIT,CUST28059,dxlg-us,99bf61f1-94bd-4fce-b09f-4d154b4dde01,PKG14357,220.64,ff657866-f8eb-4d06-866c-0087e10cd106,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",1f713301-52c6-4975-8349-e2506ccb4810,2025-12-05,2025-12-05
123000073,6584933711802041110,122000073,6829305895685293964,2022-09-01T00:00:00.000,TASK5694,SUCCESS,False,1,FINALIZED,0,2022-09-04T00:00:00.000,LOC5347,user7638@dxlg.com,297.13,12.13,273.36,NONE,NONE,23.77,14.86,3000,200,2022-09-01T21:00:00.000,system@dxlg.com,CREDIT,CUST36442,dxlg-us,0cdd44bd-c1af-485f-b43e-f696c4fe0f69,PKG57967,297.13,7348a0da-dccb-4e10-9ecf-b5cefb40fa4d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",1956cab7-4e27-444e-b10b-57349b164dc3,2025-12-05,2025-12-05
123000074,6314217094565004321,122000074,6780950247201884121,2025-08-25T00:00:00.000,TASK4960,NONE,False,3,FINALIZED,0,2025-08-27T00:00:00.000,LOC9543,user2214@dxlg.com,356.63,13.05,328.1,NONE,TAX002,28.53,17.83,2000,100,2025-08-25T17:00:00.000,system@dxlg.com,CREDIT,CUST99337,dxlg-us,3cb9b694-f8eb-4680-a33f-2d7a5f08d1de,PKG99346,356.63,80803f18-e475-4747-bffc-cbe34eec114e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",02076fba-c5a9-472e-bf00-ff6933bc7e9e,2025-12-05,2025-12-05
123000075,6783945269388161784,122000075,6321719134218945262,2020-11-26T00:00:00.000,TASK2212,NONE,False,2,FINALIZED,0,2020-11-28T00:00:00.000,LOC3067,user5829@dxlg.com,280.5,8.46,258.06,NONE,NONE,22.44,14.03,3000,200,2020-11-26T03:00:00.000,system@dxlg.com,STANDARD,CUST47791,dxlg-us,91789801-e912-435c-891f-55bd0c1ba1e6,PKG38903,280.5,2fe45818-e2d0-4880-bf2a-27fefa7996a7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",11d4f33c-ec1e-4546-aa05-d8ca85deca87,2025-12-05,2025-12-05
123000076,6411130509955298785,122000076,6243946881505884018,2024-10-28T00:00:00.000,TASK4550,NONE,False,1,FINALIZED,0,2024-10-29T00:00:00.000,LOC4522,user2990@dxlg.com,326.15,13.0,300.06,NONE,TAX001,26.09,16.31,2000,200,2024-10-28T16:00:00.000,system@dxlg.com,STANDARD,CUST62530,dxlg-us,d98771d9-3099-4299-907d-580617372f72,PKG57978,326.15,27429652-f2d6-475b-acb6-2cda3504a24e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",aa9237cd-352c-4e9e-b0f8-9e33fdcbe856,2025-12-05,2025-12-05
123000077,6155398165195066368,122000077,6252292770701237727,2023-07-04T00:00:00.000,TASK7079,COMPLETED,False,3,FINALIZED,0,2023-07-08T00:00:00.000,LOC8770,user7954@dxlg.com,298.38,7.63,274.51,NONE,NONE,23.87,14.92,2000,100,2023-07-04T03:00:00.000,system@dxlg.com,DEBIT,CUST71169,dxlg-us,88052d70-79b5-420d-a32e-cbf031de4177,PKG11106,298.38,dd164dbc-db0a-4b55-8aac-faea1ff72f45,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",610cfbba-f854-4ba7-baac-7b66325a4aee,2025-12-05,2025-12-05
123000078,6834571927580982497,122000078,6471893134626163644,2024-08-09T00:00:00.000,TASK6965,SUCCESS,False,2,PROCESSED,0,2024-08-14T00:00:00.000,LOC1842,user3941@dxlg.com,145.07,13.28,133.46,NONE,TAX002,11.61,7.25,1000,200,2024-08-09T11:00:00.000,system@dxlg.com,CREDIT,CUST39563,dxlg-us,7983495e-1bc9-456a-ad7d-53d965cd30b8,PKG88927,145.07,04e06f94-473c-43a2-b13e-0c519e19a32d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",b1a55f04-5ff2-4a1d-aa1c-6a489b727524,2025-12-05,2025-12-05
123000079,6334682787961405698,122000079,6107093062888659764,2024-02-14T00:00:00.000,TASK3982,NONE,False,1,COMPLETED,0,2024-02-18T00:00:00.000,LOC8030,user6621@dxlg.com,307.35,14.6,282.76,NONE,NONE,24.59,15.37,1000,200,2024-02-14T04:00:00.000,system@dxlg.com,STANDARD,CUST38755,dxlg-us,b3d5b07b-2acd-42c6-94ae-4bfce799fcaa,PKG58196,307.35,8e062e55-1d73-4693-8692-75805f7637d7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5be31a33-1c09-44b7-b446-bc7ffc2e4167,2025-12-05,2025-12-05
123000080,6636910471409486473,122000080,6450157313200110283,2023-12-08T00:00:00.000,TASK1916,SUCCESS,False,2,FINALIZED,0,2023-12-13T00:00:00.000,LOC2140,user9358@dxlg.com,58.6,11.88,53.91,NONE,NONE,4.69,2.93,1000,300,2023-12-08T07:00:00.000,system@dxlg.com,DEBIT,CUST82016,dxlg-us,241130f5-7502-4fdb-b23c-c1048fc877aa,PKG88994,58.6,a6af17c3-1518-46fa-99ed-b39b79acbd26,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e125434a-1a3d-44a7-a2ef-654fb216ed5d,2025-12-05,2025-12-05
123000081,6632630795552067088,122000081,6875515548544940358,2024-02-24T00:00:00.000,TASK2263,NONE,False,2,FINALIZED,0,2024-02-26T00:00:00.000,LOC1861,user5347@dxlg.com,98.85,10.13,90.94,NONE,NONE,7.91,4.94,1000,100,2024-02-24T12:00:00.000,system@dxlg.com,DEBIT,CUST14577,dxlg-us,22f78571-d7ba-4460-afae-9cde98412b98,PKG41531,98.85,651d4927-bc97-4e9c-82d3-de17e5fcffe2,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",11ca0946-283b-4fe1-bc9a-405b6e9e5ec3,2025-12-05,2025-12-05
123000082,6808083375341570255,122000082,6003856130538340810,2023-01-23T00:00:00.000,TASK9862,SUCCESS,False,1,PROCESSED,0,2023-01-28T00:00:00.000,LOC6655,user5195@dxlg.com,323.45,7.82,297.57,NONE,TAX001,25.88,16.17,3000,200,2023-01-23T10:00:00.000,system@dxlg.com,DEBIT,CUST88442,dxlg-us,2136776e-821f-464b-a190-1b82e5718c47,PKG62383,323.45,1b211f80-1710-4453-8c5c-95b7873ff632,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5d79a363-700e-46f8-a327-95cfdb55f7db,2025-12-05,2025-12-05
123000083,6083475932450287934,122000083,6586275471799807623,2022-04-17T00:00:00.000,TASK1247,SUCCESS,False,2,PROCESSED,0,2022-04-18T00:00:00.000,LOC5186,user7609@dxlg.com,282.81,7.7,260.19,NONE,TAX002,22.62,14.14,2000,300,2022-04-17T13:00:00.000,system@dxlg.com,CREDIT,CUST67111,dxlg-us,70caad7d-e58f-43b1-9865-47149bd57b87,PKG92397,282.81,3021f17f-85b5-43d5-9a40-d781e2dcecef,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",1d8c0203-b8bd-4637-92cf-cc2bb51d5b06,2025-12-05,2025-12-05
123000084,6101832126970695591,122000084,6446172915117800391,2023-12-21T00:00:00.000,TASK9519,NONE,False,3,FINALIZED,0,2023-12-23T00:00:00.000,LOC8147,user2149@dxlg.com,448.38,6.57,412.51,NONE,TAX001,35.87,22.42,2000,300,2023-12-21T07:00:00.000,system@dxlg.com,DEBIT,CUST98171,dxlg-us,bdbf5ebb-40a9-430c-84cd-d4608f443623,PKG79276,448.38,1fae2270-5e04-401f-ad7d-ba6a97c4fc3d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",bf8e46e8-a93a-40d2-afa9-6f30393c32cb,2025-12-05,2025-12-05
123000085,6722494807441991382,122000085,6911141723156942635,2023-08-23T00:00:00.000,TASK2606,SUCCESS,False,1,FINALIZED,0,2023-08-26T00:00:00.000,LOC6928,user6199@dxlg.com,198.54,7.73,182.66,NONE,NONE,15.88,9.93,3000,100,2023-08-23T21:00:00.000,system@dxlg.com,STANDARD,CUST21295,dxlg-us,eb449ef1-f05d-47b5-b201-a37708d24e82,PKG38952,198.54,6da75daf-370e-48bf-a952-b21f94f40d3b,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",69c9de5b-a6f2-4677-bb5a-644f8de81051,2025-12-05,2025-12-05
123000086,6768756202192314986,122000086,6574953002418491837,2022-06-26T00:00:00.000,TASK6130,SUCCESS,False,3,FINALIZED,0,2022-07-01T00:00:00.000,LOC9363,user7688@dxlg.com,202.38,10.4,186.19,NONE,TAX001,16.19,10.12,2000,100,2022-06-26T01:00:00.000,system@dxlg.com,CREDIT,CUST89884,dxlg-us,b5833230-47e1-4ab9-ba4d-30bd1ac3297f,PKG50249,202.38,ee84fac2-cd59-47c4-9674-fda8fd983c3d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",138c1f42-c66d-40cf-b7e8-fc32cc76904f,2025-12-05,2025-12-05
123000087,6452259263400631620,122000087,6792341189525128827,2022-11-14T00:00:00.000,TASK2826,SUCCESS,False,2,FINALIZED,0,2022-11-16T00:00:00.000,LOC2234,user3928@dxlg.com,427.76,6.15,393.54,NONE,TAX002,34.22,21.39,2000,200,2022-11-15T00:00:00.000,system@dxlg.com,DEBIT,CUST47711,dxlg-us,d87111b6-6c64-4b88-bda3-e91dc872ccf2,PKG77791,427.76,cc603bea-9c41-4167-b147-9325b9c657a1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",84589a0d-f439-4762-8f12-6d9a30e0908e,2025-12-05,2025-12-05
123000088,6150848034779028477,122000088,6404991054334749744,2024-12-06T00:00:00.000,TASK5763,NONE,False,3,COMPLETED,0,2024-12-11T00:00:00.000,LOC5500,user1060@dxlg.com,473.03,12.0,435.19,NONE,TAX001,37.84,23.65,3000,200,2024-12-06T22:00:00.000,system@dxlg.com,STANDARD,CUST86922,dxlg-us,a8625e3d-8875-45fa-be73-16b94a27eca1,PKG88794,473.03,fa5ed397-bf00-448c-8d42-9e3b95625830,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",bf6ed308-331e-4e2c-beeb-4e787c3d74ff,2025-12-05,2025-12-05
123000089,6214326694299685258,122000089,6749966306806846797,2020-11-10T00:00:00.000,TASK9123,COMPLETED,False,3,COMPLETED,0,2020-11-12T00:00:00.000,LOC8581,user1878@dxlg.com,322.53,13.08,296.73,NONE,TAX002,25.8,16.13,2000,200,2020-11-10T08:00:00.000,system@dxlg.com,STANDARD,CUST42893,dxlg-us,c5571563-fded-41a6-b957-8429f65a412b,PKG98996,322.53,caf2ec7b-67a4-4cb1-b159-bab96b1a88bc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5fababb0-1a7c-4ffc-8827-8b552cef3502,2025-12-05,2025-12-05
123000090,6128279195530396296,122000090,6838227510147115198,2025-01-19T00:00:00.000,TASK9674,NONE,False,1,FINALIZED,0,2025-01-23T00:00:00.000,LOC9266,user8434@dxlg.com,363.11,9.45,334.06,125211563,TAX002,29.05,18.16,2000,100,2025-01-19T14:00:00.000,system@dxlg.com,DEBIT,CUST11759,dxlg-us,98915ad8-7079-4316-88f6-ff79b4ad3bfa,PKG92205,363.11,1706d733-3bba-4082-9e28-b7257418c9ec,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ec3d2cea-7969-4605-8311-d33aefca3bbb,2025-12-05,2025-12-05
123000091,6076022005284943799,122000091,6271111613863825857,2023-03-04T00:00:00.000,TASK8046,NONE,False,2,PROCESSED,0,2023-03-08T00:00:00.000,LOC6482,user8864@dxlg.com,205.32,12.8,188.89,NONE,TAX001,16.43,10.27,1000,300,2023-03-04T12:00:00.000,system@dxlg.com,STANDARD,CUST63799,dxlg-us,671cdfd6-4d0d-4b3e-934b-4113a12cf5c8,PKG66629,205.32,433e24b9-f9a0-4ed6-8880-654171a6cd4d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f4be38a8-aa21-472c-94c3-dc717afaa546,2025-12-05,2025-12-05
123000092,6152525869555839610,122000092,6278002998045129101,2024-05-24T00:00:00.000,TASK6281,COMPLETED,False,1,PROCESSED,0,2024-05-25T00:00:00.000,LOC6072,user8101@dxlg.com,369.82,13.4,340.23,NONE,TAX001,29.59,18.49,3000,200,2024-05-25T00:00:00.000,system@dxlg.com,STANDARD,CUST35251,dxlg-us,1533a277-cc39-40a8-908a-0d5a771233db,PKG97784,369.82,50a2cd1d-a5bd-4f94-a517-c84d49ff33fc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",95f351a7-2e08-422b-85c6-d0e3c6dcbbd0,2025-12-05,2025-12-05
123000093,6556325376751241354,122000093,6084833591999747841,2023-06-19T00:00:00.000,TASK6549,SUCCESS,False,2,FINALIZED,0,2023-06-20T00:00:00.000,LOC8967,user7586@dxlg.com,139.05,8.63,127.93,NONE,TAX001,11.12,6.95,2000,300,2023-06-19T22:00:00.000,system@dxlg.com,STANDARD,CUST64912,dxlg-us,1e2c3681-afbe-4062-b007-13f805622a5b,PKG99088,139.05,2f5646f1-db7f-4356-a633-f7c8009fa1a0,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",11378755-bc6b-411f-80a7-3bd2e47ef446,2025-12-05,2025-12-05
123000094,6565893742017885514,122000094,6568472428000818506,2021-06-20T00:00:00.000,TASK6334,NONE,False,2,FINALIZED,0,2021-06-24T00:00:00.000,LOC3962,user3135@dxlg.com,157.36,10.14,144.77,176500143,TAX002,12.59,7.87,2000,100,2021-06-20T09:00:00.000,system@dxlg.com,STANDARD,CUST81940,dxlg-us,cef5e5f3-8e26-4657-ac63-dc0ccf217822,PKG32791,157.36,3325a374-e8b3-46fe-8433-8c493298f2cd,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e5609cd3-2e26-4215-86d5-d2e9f5b1ce67,2025-12-05,2025-12-05
123000096,6402628257727047639,122000096,6723023853476588438,2025-08-21T00:00:00.000,TASK3395,SUCCESS,False,1,COMPLETED,0,2025-08-24T00:00:00.000,LOC3267,user7599@dxlg.com,258.82,11.94,238.11,NONE,TAX002,20.71,12.94,3000,300,2025-08-21T05:00:00.000,system@dxlg.com,STANDARD,CUST76484,dxlg-us,38c2c2af-4c21-4219-ab62-5107070ca38c,PKG90910,258.82,6a7120ca-0681-46a6-8d4d-d2588e6e7be8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4a1cd204-c7c8-4296-a081-70fd0e73a858,2025-12-05,2025-12-05
123000097,6559824627963007179,122000097,6760738417964575946,2023-01-22T00:00:00.000,TASK6526,COMPLETED,False,1,COMPLETED,0,2023-01-23T00:00:00.000,LOC8167,user3388@dxlg.com,108.92,8.32,100.21,NONE,NONE,8.71,5.45,2000,300,2023-01-22T06:00:00.000,system@dxlg.com,CREDIT,CUST33494,dxlg-us,4183a68f-cf36-4b2e-ac86-ebf69dd7fde4,PKG10251,108.92,721aa0ea-8954-487c-8f5a-22bd732c3f05,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",55c8f7a1-1928-48b5-9936-c62417737651,2025-12-05,2025-12-05
123000098,6540050639014102876,122000098,6044273201968125574,2020-11-30T00:00:00.000,TASK3104,COMPLETED,False,1,FINALIZED,0,2020-12-01T00:00:00.000,LOC2623,user2575@dxlg.com,473.01,12.23,435.17,NONE,TAX002,37.84,23.65,3000,100,2020-11-30T13:00:00.000,system@dxlg.com,DEBIT,CUST12667,dxlg-us,b67a0ad4-f9ba-45b2-9be3-aa754e4e5acc,PKG92449,473.01,0786e252-885e-4008-af16-cc5c8d17f56d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",d7f683ab-9650-46a5-93bc-655dd1f06582,2025-12-05,2025-12-05
123000099,6583072560588645447,122000099,6090113771126265608,2025-01-11T00:00:00.000,TASK9118,SUCCESS,False,1,PROCESSED,0,2025-01-13T00:00:00.000,LOC5193,user9027@dxlg.com,365.76,8.89,336.5,NONE,TAX002,29.26,18.29,2000,100,2025-01-11T15:00:00.000,system@dxlg.com,STANDARD,CUST64244,dxlg-us,7627a864-9709-4a4a-a929-bb3ac00843a3,PKG79510,365.76,89f2ec2e-b6af-4512-aa9b-590c205add47,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0734a731-201a-4e76-96ee-4d87bcdd4f89,2025-12-05,2025-12-05
