inc_id,scan_id,bmctotal,bodyfat,fitness,leanbodymass,leanmassarms,leanmasslegs,shoulderwidth,visceraladiposetissue,weight,neck,chest,underbust,overarm,bicepleft,bicepright,forearmleft,forearmright,wristleft,wristright,stomach,seat,thighleft,thighright,calfleft,calfright,waist,bodysurfacearea,pantwaist,backneck2waist,sleeveleft,sleeveright,acrossshoulder,crotchlength,inseam,chestcb,hipscb,outseamleft,outseamright,process_date,load_filename,load_timestamp,version,year,month
51,ff66e1bb-9f26-4bde-b52c-1db6c42c9017,4802.2,46.6,13.17,193.16,8211.01,21005.64,24.65,2731.57,98.43,19.19,63.07,59.13,64.36,17.47,19.79,14.3,15.71,7.82,8.87,69.92,60.43,25.86,25.43,19.68,21.15,53.8,3808.93,67.87,19.13,36.32,33.57,21.52,42.69,30.6,67.64,67.2,36.81,39.59,14-09-2025,scanId-ff66e1bb-9f26-4bde-b52c-1db6c42c9017_2025_09_13_00_00_00.json-app-measures-version-5.0.0,36:11.6,5.0.0,2025,9
52,c2baed5d-1217-4bf1-813f-2a384071db3b,4764.01,29.72,9.63,208.7,11399.89,30436.4,19.35,3463.77,145.6,18.08,59.22,52.86,66.67,20.18,15.55,14.63,12.37,8.21,7.23,69.53,51.44,31.21,32.03,19.66,18.07,46.24,3947.02,68.71,21.18,35.07,33.04,21.26,35.43,31.93,49.22,64.93,41.56,41.05,10-04-2025,scanId-c2baed5d-1217-4bf1-813f-2a384071db3b_2025_04_09_00_00_00.json-app-measures-version-5.0.0,34:44.3,5.0.0,2025,4
53,83378800-605f-42bc-b932-877a2c3403a8,4338.11,41.96,7.37,221.86,12376.55,32161.17,21.5,1823.06,136.08,21.9,64.2,60.6,56.19,16.74,15.81,15.09,13.81,7.44,8.63,49.02,47.13,32.26,33.21,19.35,17.06,61.67,4277.8,50.36,18.08,35.27,36.01,21.82,34.24,35.64,54.6,55.68,40.62,37.51,07-11-2025,scanId-83378800-605f-42bc-b932-877a2c3403a8_2025_11_06_00_00_00.json-app-measures-version-5.0.0,43:51.3,5.0.0,2025,11
54,c553de4f-90f9-4484-acda-86c3e4d69386,4898.72,59.39,12.23,234.47,14727.6,33370.3,21.49,2769.26,131.09,22.59,54.14,50.43,61.34,14.95,17.23,12.87,15.03,9.27,7.89,66.91,65.21,26.85,30.3,19.63,19.85,48.89,3978.19,61.7,19.88,34.08,34.84,22.0,33.05,28.2,56.41,64.32,40.34,39.28,28-08-2025,scanId-c553de4f-90f9-4484-acda-86c3e4d69386_2025_08_27_00_00_00.json-app-measures-version-5.0.0,18:12.6,5.0.0,2025,8
55,b3a9cdeb-164e-40b6-bc4e-507975fcd8b1,4741.84,57.53,11.38,171.44,10993.34,24466.5,19.28,3027.25,140.16,20.8,60.1,58.66,68.34,16.37,18.91,12.14,14.58,8.88,7.65,58.44,52.41,29.14,30.97,20.04,17.41,45.6,4493.35,45.7,21.63,33.35,36.97,20.14,34.43,35.49,66.35,48.63,37.61,37.29,14-05-2024,scanId-b3a9cdeb-164e-40b6-bc4e-507975fcd8b1_2024_05_13_00_00_00.json-app-measures-version-5.0.0,58:12.8,5.0.0,2024,5
56,a35036da-0070-4c2f-b206-677fb30d45d8,3885.29,49.44,9.57,248.65,12423.92,31887.35,20.49,2459.99,101.6,21.67,53.09,57.8,67.3,16.39,18.07,14.69,13.64,8.9,8.57,50.24,61.89,34.81,33.26,20.14,16.63,60.32,3599.1,54.59,20.86,36.11,34.59,21.12,36.1,32.17,66.89,51.49,37.46,38.27,04-11-2025,scanId-a35036da-0070-4c2f-b206-677fb30d45d8_2025_11_03_00_00_00.json-app-measures-version-5.0.0,44:41.7,5.0.0,2025,11
57,f853e80b-022c-4118-8f20-4dd8bf65ce08,3869.34,43.05,13.99,226.51,14336.77,22481.51,21.68,3984.99,101.6,22.59,67.46,59.19,60.5,17.19,15.65,14.13,13.25,7.54,9.36,52.83,46.51,34.14,25.43,16.84,18.59,44.32,3553.45,61.27,21.48,36.14,34.55,20.98,41.67,28.7,68.58,63.9,38.25,36.78,20-07-2024,scanId-f853e80b-022c-4118-8f20-4dd8bf65ce08_2024_07_19_00_00_00.json-app-measures-version-5.0.0,11:52.6,5.0.0,2024,7
58,4b51d861-c978-411f-a10e-074ff25b4878,3883.94,45.52,13.59,159.1,9230.06,22728.96,24.99,3087.69,129.27,21.06,52.16,60.94,56.68,14.84,18.48,14.31,13.02,8.72,7.45,55.38,63.27,28.51,26.14,19.19,20.2,66.88,3555.54,48.6,18.72,33.85,34.3,23.12,34.16,33.34,64.33,58.01,39.42,38.46,09-07-2025,scanId-4b51d861-c978-411f-a10e-074ff25b4878_2025_07_08_00_00_00.json-app-measures-version-5.0.0,22:18.6,5.0.0,2025,7
59,82991cc5-0fae-44d7-bcbd-d8d9a5f2ec8d,3734.21,57.36,6.54,245.28,11845.5,32190.95,20.79,2078.52,134.26,21.41,61.08,63.46,52.22,18.34,14.38,13.28,12.58,9.64,8.56,47.59,62.44,31.08,34.36,18.51,17.09,48.52,3846.06,63.32,20.95,33.91,33.0,21.31,38.59,34.02,53.74,46.18,39.61,41.82,03-10-2024,scanId-82991cc5-0fae-44d7-bcbd-d8d9a5f2ec8d_2024_10_02_00_00_00.json-app-measures-version-5.0.0,21:44.6,5.0.0,2024,10
60,7bce8e64-3c1b-4275-abcd-847c09d236c6,4046.82,30.52,9.5,197.25,12429.71,28491.31,19.78,1872.53,116.12,18.11,63.9,52.95,66.19,17.36,17.78,13.09,12.3,8.32,7.42,52.44,45.63,29.88,32.99,19.78,20.23,53.6,4153.76,60.39,21.76,33.4,35.08,23.74,35.9,34.39,67.2,55.38,38.31,39.59,16-08-2024,scanId-7bce8e64-3c1b-4275-abcd-847c09d236c6_2024_08_15_00_00_00.json-app-measures-version-5.0.0,11:51.8,5.0.0,2024,8
61,6d9a6a65-0b6e-47bf-a8ae-0bbc4d867569,4618.69,31.69,10.72,152.35,14725.3,22186.38,24.42,3778.37,143.79,17.32,69.82,61.09,58.89,18.9,20.15,15.07,13.39,7.52,9.06,64.04,48.12,25.65,35.68,21.93,19.09,63.43,4306.11,65.85,20.53,33.96,33.41,23.61,41.32,30.54,59.51,54.36,39.55,40.47,25-09-2024,scanId-6d9a6a65-0b6e-47bf-a8ae-0bbc4d867569_2024_09_24_00_00_00.json-app-measures-version-5.0.0,17:40.8,5.0.0,2024,9
62,f064c872-39aa-47cf-adfa-f17e3a0410d6,4812.93,25.92,9.55,155.5,12842.3,28669.11,21.02,3674.88,163.75,17.87,65.89,56.57,52.16,16.87,17.11,13.22,14.0,8.53,9.94,45.28,60.66,29.39,32.59,21.94,20.83,53.2,4454.62,51.06,21.48,36.67,36.52,23.97,44.05,31.5,60.04,58.9,41.85,37.9,08-01-2025,scanId-f064c872-39aa-47cf-adfa-f17e3a0410d6_2025_01_07_00_00_00.json-app-measures-version-5.0.0,16:23.3,5.0.0,2025,1
63,712636b4-9199-4584-b403-b31b17e6e31b,4844.75,56.29,12.23,186.38,9135.01,22170.8,21.95,2880.4,104.33,20.94,59.09,65.96,64.13,19.07,19.99,13.52,15.23,9.02,8.53,48.95,65.34,30.37,33.62,19.57,18.44,56.49,3962.24,56.58,21.51,34.63,36.06,20.29,33.61,35.36,49.14,65.45,40.04,39.47,21-11-2024,scanId-712636b4-9199-4584-b403-b31b17e6e31b_2024_11_20_00_00_00.json-app-measures-version-5.0.0,39:34.9,5.0.0,2024,11
64,b574042d-c607-46fd-b3fb-0f42a8fd7add,3727.04,48.13,7.22,239.53,13388.03,22206.89,19.18,3343.01,93.89,18.0,57.85,63.93,52.08,20.59,14.51,15.05,13.94,9.24,7.13,59.12,57.25,27.69,32.99,18.53,18.9,43.76,3931.1,49.45,21.27,36.96,36.97,20.97,40.11,33.77,51.81,52.64,41.73,36.51,13-05-2024,scanId-b574042d-c607-46fd-b3fb-0f42a8fd7add_2024_05_12_00_00_00.json-app-measures-version-5.0.0,59:47.9,5.0.0,2024,5
65,5e91a8c8-63d4-4654-9b97-417c3ada67dd,3847.58,44.06,11.17,194.24,10234.75,20012.91,24.34,1534.77,98.43,22.54,52.22,64.35,65.71,20.12,14.26,12.41,13.72,9.51,8.47,47.8,46.89,35.53,30.94,19.37,19.34,60.43,4377.43,45.36,18.64,36.33,34.19,22.02,32.84,31.01,54.73,50.3,37.61,38.22,12-12-2024,scanId-5e91a8c8-63d4-4654-9b97-417c3ada67dd_2024_12_11_00_00_00.json-app-measures-version-5.0.0,49:17.2,5.0.0,2024,12
66,13c746b4-9f1c-471b-af30-f06fda6a02bc,4467.29,40.27,14.98,222.53,11987.93,24549.69,22.22,2927.59,177.81,17.78,55.29,57.65,67.23,18.96,20.41,13.95,13.48,7.91,9.49,60.09,66.24,30.11,34.73,16.31,21.79,45.92,4153.08,56.05,20.45,34.94,35.46,21.53,35.2,28.96,68.44,61.16,39.6,37.92,11-11-2024,scanId-13c746b4-9f1c-471b-af30-f06fda6a02bc_2024_11_10_00_00_00.json-app-measures-version-5.0.0,10:30.6,5.0.0,2024,11
67,8a3b3310-8fbc-43ee-becc-8e85586d2bfe,4800.91,26.07,10.52,240.95,10914.18,20792.95,23.84,1774.53,127.01,17.3,65.65,67.93,59.12,15.52,15.14,12.61,15.87,8.28,9.65,53.24,65.08,32.81,27.85,18.06,16.97,58.46,4145.31,47.47,19.09,36.46,34.38,20.81,40.06,33.02,57.85,60.25,40.13,36.8,17-06-2025,scanId-8a3b3310-8fbc-43ee-becc-8e85586d2bfe_2025_06_16_00_00_00.json-app-measures-version-5.0.0,56:28.7,5.0.0,2025,6
68,b6b7558b-d107-4367-9ad0-1f930843aef4,3550.59,34.88,14.73,164.82,14275.9,22518.79,24.79,3025.91,130.63,21.98,51.96,61.22,65.16,18.72,16.67,13.64,14.67,7.02,8.25,48.02,68.11,29.42,28.7,21.61,18.39,44.46,3846.27,67.76,18.95,34.46,35.21,23.21,39.07,28.45,69.08,60.82,36.31,38.4,13-03-2024,scanId-b6b7558b-d107-4367-9ad0-1f930843aef4_2024_03_12_00_00_00.json-app-measures-version-5.0.0,19:51.1,5.0.0,2024,3
69,88bb7fce-71a1-488b-8b41-bf7baf46cc5f,3544.61,39.82,11.84,226.17,11360.37,31959.47,22.84,1969.5,128.82,19.62,48.88,63.69,65.2,20.0,17.78,15.67,15.62,8.28,7.74,60.22,67.38,30.43,26.52,21.68,17.46,57.21,4450.55,44.35,20.72,35.9,35.0,22.11,34.2,35.01,60.68,63.84,37.19,36.04,17-05-2025,scanId-88bb7fce-71a1-488b-8b41-bf7baf46cc5f_2025_05_16_00_00_00.json-app-measures-version-5.0.0,52:39.3,5.0.0,2025,5
70,d7559a02-b4de-4a3f-8419-12a55d84bd73,4490.33,46.48,6.1,183.05,10932.94,20629.83,20.62,2703.68,108.41,17.61,52.38,56.91,63.99,14.14,15.45,14.03,15.51,8.45,7.18,49.65,46.32,33.0,35.32,21.65,18.19,58.97,3608.6,58.13,21.77,35.32,36.63,20.23,36.22,29.5,61.33,51.8,37.35,38.13,19-05-2024,scanId-d7559a02-b4de-4a3f-8419-12a55d84bd73_2024_05_18_00_00_00.json-app-measures-version-5.0.0,25:56.2,5.0.0,2024,5
71,674b4e15-ef08-4156-9d5e-0e089754e0e4,4495.78,55.79,7.02,169.68,12264.1,30294.37,20.26,3112.39,98.43,17.5,51.81,53.35,66.32,14.99,17.61,14.54,12.81,9.08,7.65,60.72,50.97,26.54,30.4,18.54,19.48,65.16,4322.2,61.52,19.93,35.62,34.19,23.6,43.29,28.1,61.92,57.3,36.73,36.18,09-08-2024,scanId-674b4e15-ef08-4156-9d5e-0e089754e0e4_2024_08_08_00_00_00.json-app-measures-version-5.0.0,49:23.7,5.0.0,2024,8
72,560bba1a-bac5-43d4-9beb-5adb4c3ab34f,4613.05,56.83,12.21,151.33,13096.7,28376.22,21.52,2452.13,107.05,20.17,55.47,67.73,55.57,18.47,15.34,12.97,14.71,8.38,7.89,56.39,64.53,32.47,30.58,21.69,16.28,47.14,4483.34,66.56,18.82,33.85,35.82,21.3,37.48,30.5,52.86,67.06,41.58,36.59,28-05-2024,scanId-560bba1a-bac5-43d4-9beb-5adb4c3ab34f_2024_05_27_00_00_00.json-app-measures-version-5.0.0,29:27.7,5.0.0,2024,5
73,92326429-53b2-49f2-894c-973dccf9fc6c,4913.29,52.88,8.95,229.96,13089.78,31583.4,22.34,3745.96,156.94,18.73,67.08,61.29,60.12,20.68,16.89,15.48,13.4,9.53,7.04,51.68,61.25,33.88,33.63,16.02,18.64,48.14,4424.77,54.44,20.47,33.52,36.5,20.54,38.73,28.21,52.06,52.65,36.08,39.52,11-09-2024,scanId-92326429-53b2-49f2-894c-973dccf9fc6c_2024_09_10_00_00_00.json-app-measures-version-5.0.0,38:10.3,5.0.0,2024,9
74,c853f09c-4e30-4eb0-b16a-8099210c5a35,4233.85,27.85,13.95,150.37,9304.92,23556.18,22.78,3257.1,108.86,22.9,60.64,63.6,59.43,16.93,19.98,14.23,15.68,8.89,7.82,63.51,60.16,32.42,30.76,16.55,20.99,43.67,4376.29,44.98,18.64,35.37,36.14,21.17,34.26,29.33,52.66,52.43,37.22,36.77,25-05-2025,scanId-c853f09c-4e30-4eb0-b16a-8099210c5a35_2025_05_24_00_00_00.json-app-measures-version-5.0.0,11:53.2,5.0.0,2025,5
75,cedaf217-b6dd-4bc7-a47d-895a77d8bfc5,4655.91,55.74,7.3,153.73,8429.08,20754.69,23.39,1914.06,112.94,18.99,48.03,47.61,54.32,15.39,14.01,13.35,14.01,8.93,7.08,45.6,56.33,26.69,25.22,20.17,17.95,52.21,3711.9,57.3,19.73,34.74,33.65,23.26,42.25,30.13,59.59,52.19,37.39,41.11,29-09-2024,scanId-cedaf217-b6dd-4bc7-a47d-895a77d8bfc5_2024_09_28_00_00_00.json-app-measures-version-5.0.0,25:50.9,5.0.0,2024,9
76,4760ef40-12a1-4594-9570-58c8b5361248,3510.49,32.98,8.52,191.97,14606.63,26204.64,19.09,3339.29,175.09,22.93,58.78,63.05,68.75,18.44,16.28,13.83,12.98,8.32,8.16,69.38,51.47,31.03,27.55,19.47,17.65,64.7,3731.0,56.97,21.1,35.46,34.24,23.18,35.23,34.69,48.64,51.16,39.17,38.83,25-03-2024,scanId-4760ef40-12a1-4594-9570-58c8b5361248_2024_03_24_00_00_00.json-app-measures-version-5.0.0,59:19.3,5.0.0,2024,3
77,7762fdd8-2899-4ea6-8976-2335408f783d,4341.54,30.66,11.12,174.1,13466.79,30809.09,21.77,2786.09,158.76,20.52,67.53,62.81,61.64,15.97,19.54,14.79,14.13,9.33,9.65,54.17,61.83,30.52,27.01,19.27,18.01,43.79,4259.37,45.27,19.15,33.36,34.07,22.22,43.03,30.88,50.05,65.9,38.11,41.14,08-06-2025,scanId-7762fdd8-2899-4ea6-8976-2335408f783d_2025_06_07_00_00_00.json-app-measures-version-5.0.0,41:15.2,5.0.0,2025,6
78,9e017e94-f102-4a14-95c5-3c904b7f075f,3892.51,57.14,13.27,168.83,13849.76,33969.92,22.11,1537.31,108.86,20.68,64.01,62.25,61.87,20.07,17.83,13.12,15.16,9.0,8.09,51.63,48.38,33.81,29.53,19.24,16.27,53.06,3569.43,52.91,19.56,35.74,36.88,23.44,33.86,33.48,57.52,50.04,38.57,38.18,05-12-2025,scanId-9e017e94-f102-4a14-95c5-3c904b7f075f_2025_12_04_00_00_00.json-app-measures-version-5.0.0,16:18.3,5.0.0,2025,12
79,87c63b1c-dfde-4ed1-9757-0226fbf8111d,3682.47,48.29,11.57,162.83,13677.87,23435.17,22.96,3627.0,162.84,22.86,50.91,52.89,64.4,16.08,20.5,14.73,13.87,9.67,8.74,51.64,66.91,28.06,26.08,17.34,17.36,43.46,4206.37,51.46,19.16,35.94,33.01,22.89,38.36,28.04,64.29,61.04,38.31,36.92,08-08-2024,scanId-87c63b1c-dfde-4ed1-9757-0226fbf8111d_2024_08_07_00_00_00.json-app-measures-version-5.0.0,39:51.5,5.0.0,2024,8
80,689ca771-1aee-41d8-88df-537632a3dd96,4260.88,57.09,5.55,222.58,14386.06,31352.33,19.65,2572.37,169.19,18.78,49.17,63.04,65.98,15.01,16.5,15.02,13.59,8.86,8.88,57.75,45.4,33.51,30.89,21.06,16.59,55.65,4041.06,59.71,19.55,36.76,34.32,20.29,32.89,30.22,63.76,67.21,39.59,41.95,09-02-2025,scanId-689ca771-1aee-41d8-88df-537632a3dd96_2025_02_08_00_00_00.json-app-measures-version-5.0.0,18:11.4,5.0.0,2025,2
81,ab63f597-bd8e-4669-ab97-d92a162bae69,3588.69,51.81,5.82,228.66,9268.39,30963.45,21.84,1896.24,127.46,21.64,54.88,50.03,53.39,16.88,17.1,15.4,12.85,9.68,8.74,57.07,55.75,30.0,32.79,19.51,20.11,56.47,3724.15,58.48,21.29,35.64,34.4,22.36,37.78,28.88,65.92,47.77,39.13,41.43,14-11-2025,scanId-ab63f597-bd8e-4669-ab97-d92a162bae69_2025_11_13_00_00_00.json-app-measures-version-5.0.0,22:37.6,5.0.0,2025,11
82,28bd5eb0-5bb2-48d0-acb5-19563ccf468c,4542.95,34.88,10.19,161.38,13122.78,20271.24,21.6,2044.13,123.38,20.78,66.45,52.5,60.01,18.96,19.37,13.77,12.85,9.5,9.24,47.74,55.42,28.7,32.23,19.69,18.39,43.23,4192.01,47.47,20.8,35.52,33.7,22.69,34.01,34.62,48.64,52.76,41.97,41.93,18-03-2024,scanId-28bd5eb0-5bb2-48d0-acb5-19563ccf468c_2024_03_17_00_00_00.json-app-measures-version-5.0.0,24:45.8,5.0.0,2024,3
83,06d9df91-25bb-45e4-971e-49c0485cfd38,3982.86,46.6,6.82,234.44,8623.71,23688.99,23.68,2199.25,117.03,20.6,64.12,62.24,56.32,19.73,16.0,14.73,13.08,7.25,8.05,48.7,66.25,27.81,33.54,20.42,20.11,45.05,3719.11,49.66,21.73,34.38,33.23,23.7,36.97,33.38,67.8,58.94,41.87,38.09,24-01-2024,scanId-06d9df91-25bb-45e4-971e-49c0485cfd38_2024_01_23_00_00_00.json-app-measures-version-5.0.0,53:50.1,5.0.0,2024,1
84,b282d0d3-09fa-49a1-9f30-8cb6d1fe0797,3589.93,33.79,12.76,185.98,10123.77,34996.87,23.69,3143.76,166.92,17.82,69.79,50.94,62.44,15.07,15.73,15.33,15.89,9.93,8.33,55.48,56.15,32.12,32.14,17.65,20.99,52.3,3642.8,54.29,20.45,34.97,36.35,20.19,42.15,29.05,51.81,50.99,36.42,38.76,18-10-2025,scanId-b282d0d3-09fa-49a1-9f30-8cb6d1fe0797_2025_10_17_00_00_00.json-app-measures-version-5.0.0,33:28.7,5.0.0,2025,10
85,e82f901e-f0fa-4d2c-81a5-6d05fd4a3d72,4481.19,45.55,12.14,227.06,13340.44,31212.51,24.75,1763.11,127.91,17.36,56.03,53.04,67.48,16.75,18.35,12.38,15.01,9.55,8.44,66.01,59.08,30.92,34.98,16.94,20.65,58.72,4074.98,49.1,18.36,33.68,33.37,23.18,42.6,32.94,58.78,56.39,39.14,38.5,16-02-2024,scanId-e82f901e-f0fa-4d2c-81a5-6d05fd4a3d72_2024_02_15_00_00_00.json-app-measures-version-5.0.0,16:38.7,5.0.0,2024,2
86,81b72934-cccc-46ea-93a6-5b003d87e78c,3774.59,56.28,14.72,219.51,8633.33,26113.34,21.54,2857.25,108.86,19.39,69.73,55.1,63.96,18.53,15.99,13.3,14.3,7.02,9.24,68.26,49.0,28.85,29.25,20.91,19.79,60.77,4320.11,59.72,20.23,36.21,35.11,23.84,38.11,28.61,64.83,63.94,37.21,40.25,18-11-2025,scanId-81b72934-cccc-46ea-93a6-5b003d87e78c_2025_11_17_00_00_00.json-app-measures-version-5.0.0,22:42.1,5.0.0,2025,11
87,d4d74a1e-2c0c-46d4-9705-dde9c3e1844f,3850.12,51.96,6.91,161.72,9705.41,21763.9,23.17,3216.99,126.1,19.93,49.14,62.14,57.15,16.17,20.19,14.11,15.71,9.69,8.71,61.39,65.96,28.07,31.36,19.64,16.54,48.22,4231.4,49.87,19.9,35.44,34.62,23.89,36.35,28.01,61.55,54.77,36.31,38.57,22-10-2024,scanId-d4d74a1e-2c0c-46d4-9705-dde9c3e1844f_2024_10_21_00_00_00.json-app-measures-version-5.0.0,46:37.3,5.0.0,2024,10
88,25ce0208-04dd-40ea-8a81-94b1dfd8009e,3923.87,25.21,7.1,152.98,13279.07,27217.77,21.55,3288.77,163.75,17.52,69.17,55.05,65.34,16.74,14.31,13.14,14.23,7.64,9.97,52.02,65.42,30.54,32.27,16.64,17.84,49.72,4461.29,50.33,21.05,36.72,36.36,21.26,40.43,33.75,65.07,53.73,36.87,37.37,29-07-2025,scanId-25ce0208-04dd-40ea-8a81-94b1dfd8009e_2025_07_28_00_00_00.json-app-measures-version-5.0.0,37:19.2,5.0.0,2025,7
89,1bf9c332-91f7-4960-92b4-b3190abb84b5,3808.43,43.74,5.59,234.85,13349.55,27429.54,22.71,2781.18,106.14,17.27,66.73,51.39,64.48,20.39,14.07,12.86,12.01,9.83,8.9,65.37,53.8,30.08,29.43,17.53,20.03,55.38,4006.05,46.93,20.64,35.38,34.92,23.14,44.93,29.8,51.22,48.35,39.6,36.32,17-02-2025,scanId-1bf9c332-91f7-4960-92b4-b3190abb84b5_2025_02_16_00_00_00.json-app-measures-version-5.0.0,47:41.8,5.0.0,2025,2
90,2d0332c9-938a-4592-a7fc-e62f8d7c7812,4431.77,29.08,11.03,202.56,8965.21,30293.87,22.33,3700.9,177.35,20.44,67.88,67.52,67.12,15.96,18.35,14.46,15.35,7.66,8.15,69.29,67.6,31.62,31.92,18.53,16.68,57.94,3535.51,67.3,20.08,33.62,36.09,20.59,43.02,32.42,63.56,50.02,38.24,38.75,11-03-2024,scanId-2d0332c9-938a-4592-a7fc-e62f8d7c7812_2024_03_10_00_00_00.json-app-measures-version-5.0.0,48:42.1,5.0.0,2024,3
91,bbcc95d4-8996-4c39-9683-3ad74108c58a,3988.79,42.39,6.36,219.2,10332.38,21980.88,22.83,1570.34,139.25,17.39,59.96,66.2,67.09,17.11,14.32,14.47,13.44,9.31,9.37,57.41,57.17,33.0,34.77,19.28,20.69,54.26,3689.7,44.26,20.51,36.27,35.01,22.41,33.7,35.33,56.62,55.35,36.78,38.01,20-04-2025,scanId-bbcc95d4-8996-4c39-9683-3ad74108c58a_2025_04_19_00_00_00.json-app-measures-version-5.0.0,34:16.3,5.0.0,2025,4
92,7f814dd9-b0aa-45da-9cfd-84a09e666b6e,4262.19,43.93,8.76,193.93,11509.65,31592.35,23.57,3935.13,97.98,19.4,66.81,60.42,59.77,14.46,18.91,14.99,15.67,7.02,7.65,46.92,63.0,28.29,25.62,17.23,19.35,42.06,3853.54,49.32,19.41,36.67,33.04,21.44,38.93,30.97,52.19,61.13,37.92,41.35,27-11-2024,scanId-7f814dd9-b0aa-45da-9cfd-84a09e666b6e_2024_11_26_00_00_00.json-app-measures-version-5.0.0,55:26.3,5.0.0,2024,11
93,30e596a2-c6c0-4347-b04a-26021422fc0e,3940.0,31.44,8.28,156.88,14408.44,33687.91,24.99,2603.72,156.94,20.12,52.81,67.14,66.39,16.73,14.69,14.09,15.9,7.56,8.08,61.98,57.79,26.29,32.7,19.58,20.18,61.62,4144.69,53.52,19.04,35.9,36.04,22.37,41.84,31.42,53.73,61.75,37.97,41.6,02-04-2024,scanId-30e596a2-c6c0-4347-b04a-26021422fc0e_2024_04_01_00_00_00.json-app-measures-version-5.0.0,53:54.9,5.0.0,2024,4
94,170b3d9e-758c-418f-8741-9fa01f051616,3531.99,50.94,11.81,221.06,8482.71,33959.33,24.53,3487.67,166.92,21.36,60.32,57.7,64.72,17.56,16.04,14.86,13.12,9.95,9.67,54.05,62.79,34.09,28.43,17.1,19.55,58.39,3657.68,48.06,19.61,35.33,33.57,23.06,34.89,33.91,67.72,59.86,36.96,41.84,31-05-2025,scanId-170b3d9e-758c-418f-8741-9fa01f051616_2025_05_30_00_00_00.json-app-measures-version-5.0.0,58:17.8,5.0.0,2025,5
95,b0521017-1096-44a5-bbee-6f0a1298059c,4152.85,43.85,10.53,184.63,8690.4,20643.92,23.22,2060.13,148.78,20.58,49.68,50.85,66.72,16.47,20.28,12.09,15.05,7.86,9.57,64.87,57.74,26.63,33.31,20.77,16.11,64.89,4114.47,57.11,20.23,36.52,36.31,23.6,34.72,34.77,61.32,51.89,39.84,38.39,26-06-2024,scanId-b0521017-1096-44a5-bbee-6f0a1298059c_2024_06_25_00_00_00.json-app-measures-version-5.0.0,34:46.2,5.0.0,2024,6
96,263a96a1-ecd0-4c52-9ea8-9df63dbabd9c,4315.34,37.42,6.36,216.41,9102.1,32481.94,23.75,2967.26,162.39,17.66,64.7,67.18,66.95,19.9,16.22,15.16,15.27,9.84,9.41,55.18,66.01,30.11,26.78,16.09,16.37,53.32,3985.91,58.49,21.14,35.4,33.81,20.78,34.86,34.54,50.12,65.68,37.1,41.5,28-08-2025,scanId-263a96a1-ecd0-4c52-9ea8-9df63dbabd9c_2025_08_27_00_00_00.json-app-measures-version-5.0.0,27:12.6,5.0.0,2025,8
97,b003a732-f1ca-4c38-b36e-7602ba20c917,4965.35,41.38,12.18,229.25,8651.16,27973.09,20.65,2736.22,129.27,20.48,48.37,50.15,53.81,19.95,16.03,14.28,12.24,9.89,8.03,53.04,57.9,30.62,28.56,18.78,21.86,67.61,3522.22,48.07,21.24,36.83,34.81,23.31,44.1,30.77,48.93,63.2,39.84,37.21,20-07-2025,scanId-b003a732-f1ca-4c38-b36e-7602ba20c917_2025_07_19_00_00_00.json-app-measures-version-5.0.0,32:16.8,5.0.0,2025,7
98,77094643-f330-4ff0-9fa9-0c7317ad4dc1,4521.41,52.22,5.0,247.26,10922.75,34585.51,24.02,3212.38,173.73,20.26,55.95,48.28,64.79,20.54,18.37,14.88,12.79,7.21,8.61,53.83,68.02,25.78,26.44,21.3,21.98,61.39,4313.35,51.51,19.29,35.15,33.42,23.23,40.68,29.39,65.81,65.23,36.13,40.81,28-01-2025,scanId-77094643-f330-4ff0-9fa9-0c7317ad4dc1_2025_01_27_00_00_00.json-app-measures-version-5.0.0,38:10.3,5.0.0,2025,1
99,1f241dce-e90c-41e9-9257-3d43b8ef6752,4901.26,27.35,6.71,181.65,8208.14,28995.15,19.47,2705.88,159.21,22.55,63.67,58.85,52.38,20.75,17.26,14.8,12.05,9.98,7.55,53.06,65.97,25.49,35.31,20.88,18.0,44.02,4185.68,64.88,20.58,33.15,35.4,20.71,43.01,34.29,52.86,65.38,40.2,39.85,08-10-2025,scanId-1f241dce-e90c-41e9-9257-3d43b8ef6752_2025_10_07_00_00_00.json-app-measures-version-5.0.0,54:42.4,5.0.0,2025,10
100,d23c6752-46c5-42f8-b148-e5bc6052f88a,4227.21,41.24,12.27,213.0,10936.17,20767.65,21.15,3041.75,132.45,22.38,50.82,51.32,67.24,19.56,20.05,12.99,12.28,7.29,9.19,53.13,57.59,26.75,35.07,16.51,20.24,55.93,4290.61,46.86,21.81,35.73,35.74,21.07,32.92,32.87,57.05,50.73,36.09,37.57,11-03-2024,scanId-d23c6752-46c5-42f8-b148-e5bc6052f88a_2024_03_10_00_00_00.json-app-measures-version-5.0.0,32:52.3,5.0.0,2024,3
101,a7413369-1158-4498-af6d-bbf05bd378f2,4738.1,48.42,11.06,202.09,9573.19,24766.13,19.27,3682.95,170.1,22.85,61.76,60.36,56.36,15.71,18.24,15.51,15.43,7.3,9.22,53.81,52.88,28.09,30.94,18.46,16.33,59.46,4298.79,63.17,19.98,34.34,36.75,23.28,32.77,29.26,49.34,64.94,39.57,37.14,15-02-2024,scanId-a7413369-1158-4498-af6d-bbf05bd378f2_2024_02_14_00_00_00.json-app-measures-version-5.0.0,19:26.2,5.0.0,2024,2
