orderlineid,orderid,itemid,cancelledtotaldiscounts,maxappeasementamount,orderlinesubtotal,orderlinetotal,quantity,refundprice,returnlinetotalwithoutfees,returnablelinetotal,returnablequantity,taxoverridevalue,taxableamount,totalcharges,totaldiscountonitem,totaldiscounts,totaltaxes,unitprice,messageid,maxfulfillmentstatusid,minfulfillmentstatusid,fulfillmentstatus,isonhold,isreturn,isevenexchange,iscancelled,parentorderlineid,parentorderid,createdtimestamp,orderline_pk
1,122000041,901234,0.0,40.9,79.98,71.98,2,0.0,0.0,71.98,0,3.64,71.98,5.01,8.0,8.0,5.76,39.99,a0649f70-4c0f-4a8d-9a15-691a1626e033,2000,2000,Fulfilled,False,False,False,False,NONE,NONE,2024-04-01T00:00:00.000,6438317944792434876
1,122000042,1222647,0.0,14.67,178.5,178.5,3,0.0,0.0,178.5,0,3.23,178.5,11.84,0.0,0.0,14.28,59.5,cde7fcab-5239-4626-b77a-cc56d5ba7336,3000,3000,Fulfilled,False,False,False,False,NONE,146298907,2024-07-22T00:00:00.000,6659647019420747189
2,122000042,1009608,0.0,22.42,99.0,79.2,2,0.0,0.0,79.2,0,0.69,79.2,11.94,19.8,19.8,6.34,49.5,d089df59-0681-4bfe-bf1e-06afdc9b6695,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2024-07-22T00:00:00.000,6794473551978104192
1,122000043,676596,0.0,23.96,139.0,118.16,2,0.0,0.0,118.16,0,1.44,118.16,8.86,20.84,20.84,9.45,69.5,fb788717-f49f-40ed-8062-ac90a1a020a9,5000,5000,Fulfilled,True,False,True,False,NONE,NONE,2023-11-09T00:00:00.000,6695463745645605419
2,122000043,1009608,0.0,42.93,148.5,148.5,3,0.0,0.0,148.5,0,3.37,148.5,5.37,0.0,0.0,11.88,49.5,4096714c-b0e4-46f8-8fac-ce8daeac7165,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6778043873123616966
3,122000043,775376,0.0,41.0,294.0,294.0,3,0.0,0.0,294.0,0,4.45,294.0,6.35,0.0,0.0,23.52,98.0,d8bdd9f3-2f6e-4cec-be1b-41a2639b39fd,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6549635544339759855
4,122000043,800123,0.0,10.74,178.0,178.0,2,0.0,0.0,178.0,0,3.89,178.0,9.33,0.0,0.0,14.24,89.0,cb209000-b11e-451d-a938-56eb70e3f52d,5000,5000,Fulfilled,True,False,False,False,NONE,148307599,2023-11-09T00:00:00.000,6411858066544816624
1,122000044,676596,0.0,20.68,139.0,118.16,2,0.0,0.0,118.16,0,1.62,118.16,8.84,20.84,20.84,9.45,69.5,bb41f449-7793-42a8-858d-93a9ca4d0ff3,3000,3000,Fulfilled,False,False,False,False,781,NONE,2022-06-05T00:00:00.000,6549889750299782215
2,122000044,901234,0.0,20.04,39.99,31.99,1,0.0,0.0,31.99,0,4.37,31.99,10.1,8.0,8.0,2.56,39.99,a0d56a9a-9c13-48fa-ad93-e2756cf75035,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-06-05T00:00:00.000,6301135783726917351
3,122000044,800456,0.0,17.03,747.0,747.0,3,0.0,0.0,747.0,0,1.25,747.0,7.86,0.0,0.0,59.76,249.0,7662a352-fc09-4bc6-9abd-15ea63b26475,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-06-05T00:00:00.000,6329915642989491893
1,122000045,900789,0.0,40.91,54.5,54.5,1,0.0,0.0,54.5,0,3.45,54.5,8.11,0.0,0.0,4.36,54.5,a9a9c0b8-64c2-4858-b817-e6e375aa968b,5000,5000,Pending,True,False,False,False,NONE,NONE,2020-08-11T00:00:00.000,6556149144132100373
2,122000045,1009608,0.0,45.48,99.0,84.16,2,0.0,0.0,84.16,0,3.24,84.16,13.53,14.84,14.84,6.73,49.5,4ee2690d-0e48-433b-bc1a-d1e1d2d0f4d9,5000,5000,Pending,True,False,False,False,NONE,NONE,2020-08-11T00:00:00.000,6508293374908475911
3,122000045,800123,0.0,17.41,267.0,226.95,3,0.0,0.0,226.95,0,2.82,226.95,6.64,40.05,40.05,18.16,89.0,084241f7-ddb1-40dc-94dc-0b89bc01977d,5000,5000,Pending,True,False,False,False,NONE,NONE,2020-08-11T00:00:00.000,6332976364000493378
1,122000046,902345,0.0,23.01,224.97,191.22,3,0.0,0.0,191.22,0,4.81,191.22,9.62,33.75,33.75,15.3,74.99,7b2e4ce0-538c-44eb-ac61-24748addaa87,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2021-04-12T00:00:00.000,6435145044069716864
1,122000047,900789,0.0,9.68,109.0,81.76,2,0.0,0.0,81.76,0,0.26,81.76,7.64,27.24,27.24,6.54,54.5,c6348afa-7e83-422b-a65c-f5236c2f7083,2000,2000,Shipped,True,False,False,False,NONE,NONE,2022-07-13T00:00:00.000,6114556116926518727
2,122000047,1222647,0.0,20.78,59.5,47.6,1,0.0,0.0,47.6,0,3.85,47.6,9.7,11.9,11.9,3.81,59.5,6908a46b-c54f-4ab5-bac6-3420edae3c9f,2000,2000,Shipped,True,False,False,False,NONE,NONE,2022-07-13T00:00:00.000,6595806148071819814
3,122000047,901234,0.0,35.77,119.97,119.97,3,0.0,0.0,119.97,0,2.09,119.97,8.91,0.0,0.0,9.6,39.99,433851a3-17e6-428d-a5a7-21168dbf6534,2000,2000,Shipped,True,False,False,False,NONE,NONE,2022-07-13T00:00:00.000,6441683443577496080
4,122000047,1222647,0.0,26.18,178.5,178.5,3,0.0,0.0,178.5,0,0.28,178.5,7.93,0.0,0.0,14.28,59.5,6f569cbc-478f-44eb-a824-7010a3983d89,2000,2000,Shipped,True,False,False,False,NONE,NONE,2022-07-13T00:00:00.000,6077642356014392956
1,122000048,902345,0.0,32.01,224.97,224.97,3,0.0,0.0,224.97,0,0.14,224.97,8.21,0.0,0.0,18.0,74.99,ddd9936f-b9d2-445d-9104-183b4b64ea90,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-11-28T00:00:00.000,6975250942631403403
2,122000048,900789,0.0,7.0,109.0,109.0,2,0.0,0.0,109.0,0,3.14,109.0,13.0,0.0,0.0,8.72,54.5,0582a5e8-f27b-47a8-b87b-61c77f9fae89,3000,3000,Fulfilled,False,False,False,False,NONE,159300758,2020-11-28T00:00:00.000,6660884168890634503
3,122000048,800123,0.0,43.55,178.0,151.3,2,0.0,0.0,151.3,0,0.47,151.3,6.71,26.7,26.7,12.1,89.0,16aa224d-d572-436a-acdb-4608557975b1,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-11-28T00:00:00.000,6241772895454883756
4,122000048,775376,0.0,34.49,294.0,235.2,3,0.0,0.0,235.2,0,1.74,235.2,14.19,58.8,58.8,18.82,98.0,80af21aa-465f-47bd-960a-64fecf022a62,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-11-28T00:00:00.000,6377907146932370842
1,122000049,1222483,0.0,18.49,79.0,59.25,1,0.0,0.0,59.25,0,2.58,59.25,14.65,19.75,19.75,4.74,79.0,23e58fc3-80c9-4e75-92ba-99adaf3ce8f4,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2022-12-19T00:00:00.000,6117164770448418894
2,122000049,800456,0.0,34.97,249.0,186.75,1,0.0,0.0,186.75,0,1.35,186.75,7.08,62.25,62.25,14.94,249.0,91134d22-9d1e-4063-ae58-a620b34066f7,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2022-12-19T00:00:00.000,6231923708856512857
1,122000050,900789,0.0,7.69,163.5,163.5,3,0.0,0.0,163.5,0,0.5,163.5,7.56,0.0,0.0,13.08,54.5,a222727e-346a-4e35-92d4-c05835ece5cf,2000,2000,Pending,True,False,False,False,NONE,NONE,2023-03-28T00:00:00.000,6003318718568196109
2,122000050,900789,0.0,41.52,109.0,109.0,2,0.0,0.0,109.0,0,1.37,109.0,7.08,0.0,0.0,8.72,54.5,fa44f03c-f900-4b8e-ad06-d4121316e017,2000,2000,Pending,False,False,False,False,NONE,150380169,2023-03-28T00:00:00.000,6283201747730787036
1,122000051,800456,0.0,35.52,498.0,498.0,2,498.0,498.0,498.0,2,3.19,498.0,10.92,0.0,0.0,39.84,249.0,388d38e5-fc30-44d1-a40c-55ccb96600e5,5000,5000,Processing,False,True,False,True,NONE,NONE,2022-07-26T00:00:00.000,6831364236778673534
2,122000051,775376,39.2,31.99,196.0,156.8,2,156.8,156.8,156.8,2,3.64,156.8,14.47,39.2,39.2,12.54,98.0,d80a07ec-32bc-4025-978c-f5ad24d6dced,5000,5000,Processing,True,True,False,True,NONE,NONE,2022-07-26T00:00:00.000,6584919668587297336
3,122000051,800123,0.0,36.51,89.0,89.0,1,89.0,89.0,89.0,1,3.97,89.0,8.12,0.0,0.0,7.12,89.0,50b6fb6a-845a-4c7a-aaba-1728defd37c3,5000,5000,Processing,False,True,False,True,NONE,NONE,2022-07-26T00:00:00.000,6947639763731953274
1,122000052,800123,0.0,23.53,178.0,142.4,2,0.0,0.0,142.4,0,4.39,142.4,7.56,35.6,35.6,11.39,89.0,2e946560-77a0-48f1-98aa-5c63b6c2ed2d,3000,3000,Processing,False,False,False,False,NONE,NONE,2025-04-09T00:00:00.000,6880651411805907653
2,122000052,800456,0.0,49.67,249.0,249.0,1,0.0,0.0,249.0,0,3.06,249.0,5.04,0.0,0.0,19.92,249.0,328e24fe-b88a-4552-812a-b77d14b808d3,3000,3000,Processing,False,False,False,False,NONE,NONE,2025-04-09T00:00:00.000,6974958986503741795
1,122000053,1222483,0.0,25.33,158.0,158.0,2,0.0,0.0,158.0,0,0.18,158.0,8.74,0.0,0.0,12.64,79.0,eaa7ab1a-18f3-4fd1-8b91-23ec482e25bc,3000,3000,Pending,True,False,False,False,NONE,NONE,2023-07-12T00:00:00.000,6586974111719722273
2,122000053,800123,0.0,3.17,267.0,226.95,3,0.0,0.0,226.95,0,3.85,226.95,10.57,40.05,40.05,18.16,89.0,81c8c48b-582b-43c1-93bf-21876356eb0e,3000,3000,Pending,True,False,False,False,NONE,NONE,2023-07-12T00:00:00.000,6449118866611309209
1,122000054,1009608,0.0,17.98,99.0,79.2,2,0.0,0.0,79.2,0,3.56,79.2,7.09,19.8,19.8,6.34,49.5,3807c56c-6525-465d-9227-27bd097292f8,4000,4000,Fulfilled,True,False,True,False,NONE,116881045,2020-07-30T00:00:00.000,6725952485263624615
1,122000055,1009608,29.7,14.45,148.5,118.8,3,118.8,118.8,118.8,3,1.52,118.8,9.56,29.7,29.7,9.5,49.5,4a646510-293b-426f-bbb5-2ea5ce685d40,2000,2000,Processing,False,True,False,True,NONE,NONE,2022-07-09T00:00:00.000,6475435198717699702
2,122000055,800456,124.5,16.16,498.0,373.5,2,373.5,373.5,373.5,2,2.98,373.5,11.12,124.5,124.5,29.88,249.0,e32803f0-2e82-473a-83f8-747eb1b99758,2000,2000,Processing,True,True,False,True,NONE,NONE,2022-07-09T00:00:00.000,6681088268188881641
3,122000055,900789,32.7,35.63,163.5,130.8,3,130.8,130.8,130.8,3,0.82,130.8,6.69,32.7,32.7,10.46,54.5,14ff903d-202c-4282-b89e-e53313498e3b,2000,2000,Processing,True,True,False,True,NONE,NONE,2022-07-09T00:00:00.000,6795747017366453911
4,122000055,775376,0.0,43.37,294.0,294.0,3,294.0,294.0,294.0,3,4.13,294.0,13.53,0.0,0.0,23.52,98.0,d5595486-0916-4b58-acf9-9c7009308616,2000,2000,Processing,False,True,False,True,NONE,NONE,2022-07-09T00:00:00.000,6874837045438955111
1,122000056,800123,0.0,38.09,267.0,267.0,3,0.0,0.0,267.0,0,3.98,267.0,5.91,0.0,0.0,21.36,89.0,781102ba-05b3-44ea-aee5-d899ec5d4f88,4000,4000,Fulfilled,False,False,True,False,NONE,120667686,2021-08-15T00:00:00.000,6458742388336011799
2,122000056,775376,0.0,7.22,98.0,73.5,1,0.0,0.0,73.5,0,0.79,73.5,9.11,24.5,24.5,5.88,98.0,7fecbbea-b4f3-4a99-99ce-112a2139ae36,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2021-08-15T00:00:00.000,6343508986079960110
1,122000057,676596,0.0,29.73,139.0,111.2,2,0.0,0.0,111.2,0,0.85,111.2,7.4,27.8,27.8,8.9,69.5,79467574-0a8a-4401-85b5-d6599f9e3a4f,4000,4000,Shipped,True,False,False,False,NONE,NONE,2025-06-06T00:00:00.000,6031393316190552944
2,122000057,775376,0.0,22.38,98.0,98.0,1,0.0,0.0,98.0,0,4.69,98.0,6.71,0.0,0.0,7.84,98.0,49bda8c8-37ef-4e84-8834-cd596ba3e232,4000,4000,Shipped,True,False,False,False,NONE,NONE,2025-06-06T00:00:00.000,6964044195658955549
1,122000058,902345,15.0,46.6,74.99,59.99,1,59.99,59.99,59.99,1,1.68,59.99,12.59,15.0,15.0,4.8,74.99,23661eb4-f36a-4242-a9ed-6bcd92a982d9,2000,2000,Cancelled,False,True,True,True,NONE,NONE,2024-04-30T00:00:00.000,6211899360138303558
2,122000058,902345,30.0,34.82,149.98,119.98,2,119.98,119.98,119.98,2,1.37,119.98,12.35,30.0,30.0,9.6,74.99,9301c7c1-d847-47ad-87c9-bcd98a54faa3,2000,2000,Cancelled,False,True,False,True,NONE,NONE,2024-04-30T00:00:00.000,6687234765790953673
3,122000058,900789,16.34,46.7,109.0,92.66,2,92.66,92.66,92.66,2,1.08,92.66,5.69,16.34,16.34,7.41,54.5,df42e47f-ab2b-4eca-a5cb-a4750392928e,2000,2000,Cancelled,False,True,False,True,NONE,NONE,2024-04-30T00:00:00.000,6688772386327928198
4,122000058,1009608,0.0,44.81,99.0,99.0,2,99.0,99.0,99.0,2,1.19,99.0,5.55,0.0,0.0,7.92,49.5,b934d3dc-6db7-42d4-bf29-af4fb659f370,2000,2000,Cancelled,False,True,True,True,NONE,NONE,2024-04-30T00:00:00.000,6967894001980686581
1,122000059,800456,0.0,37.29,249.0,224.1,1,0.0,0.0,224.1,0,4.57,224.1,6.98,24.9,24.9,17.93,249.0,b2985cfa-b545-49fa-a0ed-1048ab866dbd,3000,3000,Processing,True,False,False,False,NONE,NONE,2024-08-06T00:00:00.000,6628586256395372190
2,122000059,902345,0.0,22.52,149.98,119.98,2,0.0,0.0,119.98,0,2.27,119.98,10.44,30.0,30.0,9.6,74.99,86d89833-bf1d-49da-86d5-1deeb8e6d01d,3000,3000,Processing,True,False,False,False,NONE,NONE,2024-08-06T00:00:00.000,6322083884179399089
1,122000060,676596,0.0,8.29,208.5,208.5,3,0.0,0.0,208.5,0,4.96,208.5,14.46,0.0,0.0,16.68,69.5,6bc2a331-0c6c-487c-bb67-d04d50b0c8ab,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-05-27T00:00:00.000,6375197021134677473
2,122000060,676596,0.0,10.87,208.5,208.5,3,0.0,0.0,208.5,0,3.01,208.5,5.28,0.0,0.0,16.68,69.5,b9cc057e-b2d8-4a56-b3ea-331609d7a0ad,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-05-27T00:00:00.000,6335809408411101134
3,122000060,1009608,0.0,4.79,148.5,118.8,3,0.0,0.0,118.8,0,1.39,118.8,5.74,29.7,29.7,9.5,49.5,5f88593b-0c8d-4cab-b287-44ea99531588,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2020-05-27T00:00:00.000,6290121188924194423
4,122000060,800123,0.0,33.77,178.0,160.2,2,0.0,0.0,160.2,0,2.61,160.2,13.24,17.8,17.8,12.82,89.0,d9a5f580-ffef-49a6-90a7-2b0031c0bcb2,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-05-27T00:00:00.000,6401738642200239337
1,122000061,1222647,0.0,34.71,119.0,119.0,2,0.0,0.0,119.0,0,3.07,119.0,6.89,0.0,0.0,9.52,59.5,eef756f5-aba3-436b-827e-86d0df42078a,3000,3000,Pending,False,False,False,False,NONE,NONE,2023-08-21T00:00:00.000,6637354301878809777
1,122000062,1222483,0.0,22.34,237.0,201.45,3,0.0,0.0,201.45,0,3.22,201.45,10.83,35.55,35.55,16.12,79.0,a493491d-2f89-450d-a008-a9a87c83dcb3,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2022-09-13T00:00:00.000,6279363503530238182
2,122000062,1009608,0.0,37.23,148.5,118.8,3,0.0,0.0,118.8,0,1.7,118.8,9.82,29.7,29.7,9.5,49.5,391c7376-8dd2-42e9-a413-5cfc85dca334,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2022-09-13T00:00:00.000,6148854269923862871
1,122000063,676596,0.0,34.05,208.5,166.8,3,0.0,0.0,166.8,0,0.07,166.8,9.82,41.7,41.7,13.34,69.5,9de8304f-d23f-4e37-a378-29806ce1cb6b,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2023-11-16T00:00:00.000,6349912505222048434
2,122000063,901234,0.0,34.06,79.98,71.98,2,0.0,0.0,71.98,0,1.43,71.98,12.19,8.0,8.0,5.76,39.99,d18d2afa-c556-4aa5-883e-93aadd61b0d9,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2023-11-16T00:00:00.000,6853100172436478789
1,122000064,800456,0.0,27.8,498.0,498.0,2,0.0,0.0,498.0,0,3.86,498.0,10.71,0.0,0.0,39.84,249.0,2288f5b4-2a10-4394-94bd-0bd0b7af3fc7,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-03-30T00:00:00.000,6860402105396775261
2,122000064,676596,0.0,6.51,139.0,104.24,2,0.0,0.0,104.24,0,3.42,104.24,13.03,34.76,34.76,8.34,69.5,cb544f88-510f-4b78-a661-5797ddb68e35,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2020-03-30T00:00:00.000,6071596390433584145
3,122000064,800123,0.0,20.52,178.0,142.4,2,0.0,0.0,142.4,0,3.27,142.4,14.78,35.6,35.6,11.39,89.0,4b1bd644-72a7-461d-8458-dc886e067b5b,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2020-03-30T00:00:00.000,6584992741966288504
1,122000065,902345,0.0,36.95,149.98,149.98,2,0.0,0.0,149.98,0,2.84,149.98,8.02,0.0,0.0,12.0,74.99,9f732908-d869-4ec4-a1b5-0208615c6898,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2022-10-23T00:00:00.000,6333264928635083909
1,122000066,1222483,0.0,1.17,237.0,237.0,3,0.0,0.0,237.0,0,1.6,237.0,13.5,0.0,0.0,18.96,79.0,8c800b05-55a1-412a-a2eb-be7d0b0ca73d,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-08-31T00:00:00.000,6254398815632704609
2,122000066,1222647,0.0,33.29,59.5,47.6,1,0.0,0.0,47.6,0,4.47,47.6,12.66,11.9,11.9,3.81,59.5,97a57edf-4347-41a1-939c-ed28ea738dd7,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-08-31T00:00:00.000,6307243782814115647
3,122000066,1222483,0.0,30.43,79.0,79.0,1,0.0,0.0,79.0,0,1.68,79.0,13.43,0.0,0.0,6.32,79.0,10b738ff-6d80-4235-9c5f-7042e224c92b,3000,3000,Shipped,False,False,False,False,NONE,NONE,2023-08-31T00:00:00.000,6420996696134534450
1,122000067,775376,0.0,8.18,294.0,294.0,3,294.0,294.0,294.0,3,1.82,294.0,12.38,0.0,0.0,23.52,98.0,33533734-bec1-445c-874c-6f5fdbb63b6c,3000,3000,Shipped,False,True,False,True,NONE,NONE,2025-04-02T00:00:00.000,6071179477080258070
2,122000067,800456,99.6,31.3,498.0,398.4,2,398.4,398.4,398.4,2,1.91,398.4,7.82,99.6,99.6,31.87,249.0,641d9211-108b-4cca-a36c-9dd884784218,3000,3000,Shipped,False,True,False,True,NONE,NONE,2025-04-02T00:00:00.000,6759827740912248729
1,122000068,900789,0.0,36.73,163.5,163.5,3,0.0,0.0,163.5,0,3.66,163.5,12.33,0.0,0.0,13.08,54.5,42c334f2-58df-4dd3-81e6-e8bcfa43a721,4000,4000,Processing,True,False,False,False,994,NONE,2022-08-15T00:00:00.000,6010685701556839188
1,122000069,800456,0.0,14.87,747.0,597.6,3,0.0,0.0,597.6,0,0.64,597.6,6.12,149.4,149.4,47.81,249.0,8c13e4ab-47b5-49eb-9019-f310a78aa9bb,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-07-10T00:00:00.000,6295352000064458235
2,122000069,902345,0.0,2.73,74.99,56.24,1,0.0,0.0,56.24,0,4.84,56.24,12.23,18.75,18.75,4.5,74.99,34cf90ee-df74-4d98-b5bc-192c268458aa,3000,3000,Pending,False,False,False,False,NONE,NONE,2025-07-10T00:00:00.000,6928796327864120320
3,122000069,1222647,0.0,49.96,178.5,178.5,3,0.0,0.0,178.5,0,1.42,178.5,11.01,0.0,0.0,14.28,59.5,43ad1488-aef6-4b9f-8773-24f42d84ac58,3000,3000,Pending,True,False,False,False,NONE,NONE,2025-07-10T00:00:00.000,6098688380980723425
1,122000070,775376,0.0,2.01,98.0,88.2,1,0.0,0.0,88.2,0,4.24,88.2,11.85,9.8,9.8,7.06,98.0,525eeb4e-b3a0-425e-a1bf-7685ba134711,3000,3000,Shipped,True,False,False,False,NONE,NONE,2020-05-14T00:00:00.000,6250214916280263482
2,122000070,775376,0.0,26.11,196.0,156.8,2,0.0,0.0,156.8,0,2.28,156.8,8.16,39.2,39.2,12.54,98.0,9513928a-0ccb-4e57-b2f7-c64742bf6259,3000,3000,Shipped,False,False,False,False,NONE,NONE,2020-05-14T00:00:00.000,6412427102819898299
1,122000071,1222647,0.0,26.12,59.5,59.5,1,0.0,0.0,59.5,0,1.73,59.5,5.72,0.0,0.0,4.76,59.5,d631def0-48f8-4700-9a17-d75a50121b7e,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2025-02-05T00:00:00.000,6546633503479180960
1,122000072,676596,0.0,38.92,69.5,69.5,1,0.0,0.0,69.5,0,2.7,69.5,6.15,0.0,0.0,5.56,69.5,d51c7482-85b9-4d03-ba2c-cd42e14db573,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2023-09-07T00:00:00.000,6997300052648403922
1,122000073,775376,0.0,37.57,196.0,196.0,2,0.0,0.0,196.0,0,3.08,196.0,7.63,0.0,0.0,15.68,98.0,7b165746-6224-4a65-96bd-c1c0a39344de,3000,3000,Shipped,True,False,False,False,NONE,NONE,2022-09-01T00:00:00.000,6012010593973935039
2,122000073,1222647,0.0,24.95,178.5,133.86,3,0.0,0.0,133.86,0,4.74,133.86,8.48,44.64,44.64,10.71,59.5,8301ba14-e35c-4460-b835-8248e356fa8c,3000,3000,Shipped,True,False,False,False,NONE,NONE,2022-09-01T00:00:00.000,6085756314475390974
3,122000073,676596,0.0,21.94,69.5,69.5,1,0.0,0.0,69.5,0,1.61,69.5,5.32,0.0,0.0,5.56,69.5,33845a8a-be79-4d0e-a795-19d760160721,3000,3000,Shipped,False,False,False,False,NONE,NONE,2022-09-01T00:00:00.000,6023059378448426332
4,122000073,901234,0.0,35.96,119.97,107.97,3,0.0,0.0,107.97,0,0.17,107.97,11.1,12.0,12.0,8.64,39.99,bf7e898c-7335-4705-936e-58327604314f,3000,3000,Shipped,True,False,False,False,NONE,NONE,2022-09-01T00:00:00.000,6044936449271958207
1,122000074,1009608,0.0,32.74,148.5,118.8,3,0.0,0.0,118.8,0,2.88,118.8,12.82,29.7,29.7,9.5,49.5,99404b35-c9a8-48ba-b147-dd618df8f197,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2025-08-25T00:00:00.000,6704616067801498764
1,122000075,676596,0.0,31.22,208.5,156.36,3,0.0,0.0,156.36,0,4.71,156.36,6.11,52.14,52.14,12.51,69.5,a0f010c2-ccff-476e-9a43-f7cdb47bf06c,3000,3000,Processing,True,False,False,False,NONE,NONE,2020-11-26T00:00:00.000,6600426783701951137
1,122000076,1222647,0.0,16.77,178.5,178.5,3,0.0,0.0,178.5,0,2.96,178.5,14.04,0.0,0.0,14.28,59.5,a7193d19-a10b-4ec7-b482-e7d0b17c862c,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2024-10-28T00:00:00.000,6381359099963203664
2,122000076,1009608,0.0,21.32,49.5,44.55,1,0.0,0.0,44.55,0,3.22,44.55,9.79,4.95,4.95,3.56,49.5,762fc68f-3eee-42b3-8749-aa4521e1992b,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-10-28T00:00:00.000,6321043655255956718
3,122000076,901234,0.0,1.88,39.99,39.99,1,0.0,0.0,39.99,0,0.35,39.99,12.66,0.0,0.0,3.2,39.99,b570df42-c519-42ea-b118-4b1e889f471e,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2024-10-28T00:00:00.000,6022170785202568594
4,122000076,800456,0.0,24.88,498.0,448.2,2,0.0,0.0,448.2,0,2.58,448.2,11.63,49.8,49.8,35.86,249.0,6eab17e5-77c8-4b37-bf8e-5a4ff8aba49c,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-10-28T00:00:00.000,6796859913278846491
1,122000077,1222647,0.0,30.48,59.5,50.58,1,0.0,0.0,50.58,0,1.12,50.58,8.59,8.92,8.92,4.05,59.5,41bd16b3-4de1-43c0-8d9f-06a8ee20917f,3000,3000,Fulfilled,True,False,False,False,NONE,160989234,2023-07-04T00:00:00.000,6205698222642599016
2,122000077,1009608,0.0,33.59,148.5,148.5,3,0.0,0.0,148.5,0,3.96,148.5,8.85,0.0,0.0,11.88,49.5,5ac3a30f-8bd5-4be1-bbef-c69dc82e8883,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2023-07-04T00:00:00.000,6679797644619013841
1,122000078,775376,0.0,19.07,294.0,294.0,3,0.0,0.0,294.0,0,4.21,294.0,9.01,0.0,0.0,23.52,98.0,5ed0c6c9-9e7d-4ec9-9966-ad59547e3000,5000,5000,Fulfilled,False,False,False,False,NONE,102671076,2024-08-09T00:00:00.000,6312290115311324354
2,122000078,1009608,0.0,31.24,148.5,148.5,3,0.0,0.0,148.5,0,3.71,148.5,6.81,0.0,0.0,11.88,49.5,3053f31b-ed83-4fe7-9fa7-d917d3313f52,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-08-09T00:00:00.000,6892967642737446755
3,122000078,901234,0.0,44.4,79.98,79.98,2,0.0,0.0,79.98,0,1.03,79.98,13.16,0.0,0.0,6.4,39.99,d8c475f0-5ed4-44a2-8b20-1378fc857f35,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2024-08-09T00:00:00.000,6568651445186056554
1,122000079,1009608,0.0,17.71,148.5,148.5,3,0.0,0.0,148.5,0,2.63,148.5,5.27,0.0,0.0,11.88,49.5,78b59751-ecb2-4299-b6a2-baa4aa722905,3000,3000,Shipped,True,False,False,False,NONE,NONE,2024-02-14T00:00:00.000,6632260718534041899
2,122000079,1222483,0.0,31.29,79.0,71.1,1,0.0,0.0,71.1,0,0.93,71.1,5.48,7.9,7.9,5.69,79.0,c77f6eac-1b62-459a-90c8-9b3f14b508b8,3000,3000,Shipped,True,False,False,False,380,NONE,2024-02-14T00:00:00.000,6340105312966653424
3,122000079,1222647,0.0,28.7,59.5,50.58,1,0.0,0.0,50.58,0,1.44,50.58,5.68,8.92,8.92,4.05,59.5,cad0d3a9-2add-42e7-a4aa-bb8f9349913a,3000,3000,Shipped,True,False,False,False,NONE,NONE,2024-02-14T00:00:00.000,6014816784069585336
4,122000079,676596,0.0,37.58,208.5,166.8,3,0.0,0.0,166.8,0,2.92,166.8,14.69,41.7,41.7,13.34,69.5,eafef587-f337-4498-86d8-cb038041aa91,3000,3000,Shipped,False,False,False,False,NONE,NONE,2024-02-14T00:00:00.000,6126312456312554413
